sample_id,ctle_dc,ctle_dc2,mlse_ber,log10_ber,ffe_tap_0,ffe_tap_1,ffe_tap_2,ffe_tap_3,ffe_tap_4,ffe_tap_5,ffe_tap_6,ffe_tap_7,ffe_tap_8,tx_fir_0,tx_fir_1,tx_fir_2,tx_fir_3,tx_fir_4,tx_fir_5,tx_fir_6
0,2.3943594318366213,-2.472251929689478,0.009948501872659176,-2.0022423139701884,0.28836781318543325,-0.05713166353192564,-0.052757579375973425,0.20379078959128216,1.0,-0.06752825320436631,0.11220731329450895,-0.17902834191059708,0.12156418070841692,-0.0005998179401455847,0.08175113546340987,0.26805803921014104,0.1174284327589598,0.05605704409627767,-0.014497480813155817,0.0168031164792038
1,-1.9891381558599628,-3.0781583219956103,0.0030340679919331603,-2.517974691119979,-0.18041123940726975,-0.24627802949665456,0.12790684046397582,-0.12894682848398123,1.0,0.09376697574035175,0.05903182838346459,0.1759336245638953,-0.006019145176831253,0.0017714708441864538,0.011188490771254672,0.17106730564740907,0.07282001103808301,0.03731055615048183,0.040373731321628664,0.01204970822113914
2,-3.7807714474603378,-4.808415244766213,0.0008012820512820513,-3.0962145853464054,-0.0365274263220256,0.013993642209561074,0.05700879059268149,-0.15146793633639666,1.0,0.24336648495087787,-0.2676583916123556,0.07575998369888186,-0.21721314112973616,0.00439220171861763,0.008431380344786363,0.14918657458827422,0.05977553587366109,-0.02347318290418631,-0.00328622801936791,-0.03341881148033671
3,4.838865453254746,4.096650930026588,0.0016655862863728032,-2.778432863588304,0.06217657135322765,0.09930974708026975,0.09020225239255852,-0.01631113791181048,1.0,-0.2938408667433827,-0.0051568414077252985,-0.29163897645160064,-0.13784271147786778,0.061219226017599666,0.10138672544958222,0.36171072827270134,0.1272870367387703,0.04530389833432293,-0.0611634679466677,-0.06628188518571217
4,-3.5234124775198747,-4.315698762418046,0.07985811005473926,-1.0976809721595915,-0.2752311455756617,-0.26964980345881734,-0.28581007953060067,-0.13809370999241458,1.0,0.10055032205958145,0.034558570692750964,0.10848375648629094,-0.2559864984311791,-0.04888292000867765,-0.0033561844552264897,0.12247758067945504,0.043747370737340405,0.018083884440631418,0.0116767790059396,-0.02731635280719368
5,-0.5656989849906378,-4.28057265036768,0.0019806972054163064,-2.7031819111691116,-0.20495997246074252,-0.0918022086809253,0.09936392268674933,-0.1657994552569776,1.0,-0.1658115496135879,0.1665657812906934,0.07936232526733852,0.06072937764121413,0.0036802980046194127,0.005297834369731406,0.17756148030606717,0.042041058695801055,0.04226746903204332,0.030056471143546665,0.01989311488749396
6,-2.31015408917284,-4.722183586946162,0.02158059636992221,-1.6659365579576642,-0.16520052088853715,-0.16664132886184294,0.07963042916805559,-0.06532949965722479,1.0,0.16930958450399985,-0.2962660738201974,-0.23236776214822363,-0.17859118502941876,0.0014224185415417526,0.01868704221068697,0.1468752228501914,0.0584382602532891,-0.03157314674127751,-0.047618382083246036,-0.039082609582551414
7,1.107214839238294,-3.218919491045532,0.10161876980697206,-0.99302606694666,0.29153562459815413,-0.030722558593117386,-0.26185602092198046,0.12772981815424034,1.0,0.2582825091774933,-0.07838441516760658,0.14631192187266995,0.06790142504558191,-0.04179859552587877,0.05675902416627385,0.2185483511090134,0.12463715489068639,0.034147875514019696,0.03916860117791401,0.025316184398161103
8,-4.355806358895168,2.4124947761244826,0.0246236675309709,-1.6086472613218683,0.24820070593790178,0.215578083941568,-0.0584442061153998,-0.1713500918759723,1.0,-0.03390681362194015,0.23007298564176726,-0.04221670780517892,0.19666143683092463,0.002264997756365586,0.008699310777623155,0.13967427952489964,0.04662169933085484,0.05324623207623251,0.02498696892187817,0.0442558314899625
9,-1.0005900295106027,4.000190511677253,0.0017736243157591472,-2.751138365829725,-0.06244569363081393,0.0657911038874767,0.21226615311732772,-0.11291430636782891,1.0,-0.15099045362674435,-0.06528908477793567,-0.11740854378316604,0.17217370502420512,0.04471293956573703,0.03374292836290503,0.20767750298916945,0.07268244613743384,0.025467664063420468,0.006988379691293396,0.04817524484464211
10,3.659518045189232,3.625486988017281,0.03978500432152118,-1.4002805904290245,-0.15057257420721226,0.28749008785985675,-0.2973797609884378,-0.20309075291320433,1.0,0.23556637472881026,-0.1580150670567477,-0.08833480845064315,0.13101832753144643,-0.06903507020185452,0.03391249486623952,0.23178363248521533,0.13665324912571947,0.0318400391450978,0.024005224174015932,0.048535645497458244
11,-0.3021604651988756,4.856863455796487,0.0031961250360126765,-2.495376238936224,-0.048136732886950064,-0.07116070900943858,0.22670821301275476,0.07602623412931746,1.0,-0.09005303183488175,-0.053956984285227716,0.03247244414104944,-0.02601583888678527,0.05118687335600726,0.08843714787968698,0.29477795010773444,0.13656690683877257,0.06860005517418138,0.06138767623138644,0.04445396510750472
12,-0.600517014838613,1.6420617771391122,0.010227600115240565,-1.990226260616318,0.13992477060932615,-0.06829495398046645,-0.10742533329634198,0.0202752577793488,1.0,0.10198751574784144,0.026251802754226606,0.13820104163630012,0.19915664274334025,-0.02317102478151082,0.05432892157851376,0.23382811474248555,0.11546601889293849,0.06700205525634532,0.07716384522896436,0.08251385922049569
13,3.596086323863748,-4.380413649999612,0.007265557476231634,-2.1387310572692475,-0.042651177890561054,0.15002246396448696,0.019025681658089908,-0.11050406094136046,1.0,0.13962272535255557,0.2999931588386911,0.15241243223602757,0.15015530896891713,0.009913186321602705,0.06655731819728052,0.27811410994668767,0.1647383754960736,0.13854382746266197,0.0940891104118889,0.06244309592966264
14,0.947805442698475,-2.0651080603994014,0.0019897003745318353,-2.701212318306207,0.1405540025007486,-0.2545472120983064,0.1911186520635075,-0.2668715184157128,1.0,-0.06914204682031712,-0.03878009269892756,-0.23259947069920275,-0.12225620172074143,0.009434761518058403,0.004654092964414434,0.17639694999770586,0.05393825187084102,0.0001693592426407887,-0.04739035734382781,-0.039272444962705606
15,-4.018634973071435,-4.813843237459588,0.00094533275713051,-3.02441529292138,0.006352112422741696,-0.0641688482315519,0.1628579252733004,0.13273378915693831,1.0,-0.04143257272234063,-0.03950167202791194,0.0800156298648483,-0.27259782679040756,0.02656629591000746,0.04839013068235928,0.17152178166163098,0.04024407258355691,-7.403742526915233e-05,0.003924221580989722,-0.04519346474287432
16,4.433414305535887,-0.20476449697534882,0.002016709881878421,-2.695356573657155,-0.04113232228378677,0.10292519644645871,0.1607309358027315,-0.27781122376685286,1.0,0.10483354425918252,0.04308872331484126,0.09575106307706029,-0.1781424754416193,0.03758711119163222,0.03814611295659129,0.30713983654076954,0.1736831524216332,0.09574998673681503,0.05447692928068428,-0.020268585367299564
17,-1.9594583863312742,4.361256959902715,0.022976087582829156,-1.6387239219421932,-0.11288727535144201,0.2836454828612305,0.21682321047282974,-0.15478081307101468,1.0,0.15835061765472538,-0.15391347318581772,-0.21493052911800092,0.06300228733078324,0.04366267391884776,0.04054042631839447,0.17409873462025285,0.09171183273221079,0.02107242197309501,-0.0032222659297171338,0.021632819168286327
18,-0.4687339480567454,0.19368769742038605,0.003808340535868626,-2.4192642246162754,0.10533276225273647,-0.07736803399190938,-0.006155657508115941,0.17180522128445072,1.0,0.12786839627036667,0.02590150162104965,-0.10481209731866212,0.038371659999581496,0.002005939095151639,0.08162557452012532,0.2715376686674411,0.1477859145710787,0.0637490141828402,0.009646717216303372,0.019963587448112052
19,2.1640178266714276,-0.5015516183645001,0.012784500144050706,-1.8933162476082614,0.0984189560548399,-0.2151722911725017,-0.18543682737972347,-0.25584933380163744,1.0,0.26875401470501264,-0.15815378049244733,-0.26597981483745625,-0.13736236861225123,-0.062191080945175566,-0.04752893822156034,0.16945406547019257,0.13587854649120532,0.02055283479635206,-0.04850481946934285,-0.04762923811914675
20,-1.9756091625231424,0.5674683503418967,0.006959449726303659,-2.157425098072993,0.28206677854852763,-0.2348915479278183,-0.23505022235586068,-0.19804316925076534,1.0,-0.2859041808863125,0.24113110319100037,-0.27363954666533596,-0.06590329760208387,-0.04143908515967646,-0.0012828053979309646,0.10459718560600922,0.007427249400661632,0.023848337698528965,-0.02451850362539028,-0.012734102564840314
