env,step,x,taps,gdc,gdc2,pred_a,pred_b,real_lb,real_ber,grad_norm
IL_Sweep_14dB,10,"[-0.0019884226003726913, 0.0056280533981729166, 0.03743989698992677, -0.20907844630539624, -0.03739006713324993, -0.02083342486799269, -0.008708184986269015, -0.01773357888387556, -0.03144882186219491, -0.026207843390867205]","[-0.001988, 0.005628, 0.03744, -0.209078, 0.6612, -0.03739, -0.020833, -0.008708, -0.017734]",-0.03144882186219491,-0.026207843390867205,-2.539453868609814,-3.1177257193404286,-3.2602220713203875,0.0005492599444958372,0.4401232495985582
IL_Sweep_14dB,11,"[-0.0020967178769307686, 0.006074407639263975, 0.04137881718992642, -0.2050792714885575, -0.04159782187606975, -0.02434749331971243, -0.008294875435551938, -0.01911918221582802, -0.0336222364644905, -0.028013858161506335]","[-0.002097, 0.006074, 0.041379, -0.205079, 0.652011, -0.041598, -0.024347, -0.008295, -0.019119]",-0.0336222364644905,-0.028013858161506335,-2.5428150115001404,-3.078811139341999,-3.2569689139226656,0.0005533897185146029,0.421009343679639
IL_Sweep_14dB,12,"[-0.002251686411616146, 0.006365812410906346, 0.044999514220293, -0.2015619501327081, -0.04562838373826526, -0.027549231127211863, -0.007718870690849668, -0.020398843918903356, -0.03556396030519659, -0.02958934143983851]","[-0.002252, 0.006366, 0.045, -0.201562, 0.643526, -0.045628, -0.027549, -0.007719, -0.020399]",-0.03556396030519659,-0.02958934143983851,-2.5457517446127307,-3.043190626492045,-3.2602220713203875,0.0005492599444958372,0.40158079743247194
IL_Sweep_14dB,13,"[-0.002450255216103967, 0.006508485120090295, 0.04832257160002774, -0.19870000000000002, -0.049461097591212685, -0.030439753458211375, -0.006973931022641163, -0.021565263539478817, -0.03729876676588551, -0.03095869727188035]","[-0.00245, 0.006508, 0.048323, -0.1987, 0.635579, -0.049461, -0.03044, -0.006974, -0.021565]",-0.03729876676588551,-0.03095869727188035,-2.54826589313949,-3.0103391144364053,-3.2602220713203875,0.0005492599444958372,0.3821010520150644
IL_Sweep_14dB,14,"[-0.002687981938156001, 0.006511322704775938, 0.05137000626819355, -0.19870000000000002, -0.05307191238441742, -0.033016710944767755, -0.006056399799938692, -0.02260990446214259, -0.03884659611054004, -0.032141611093975335]","[-0.002688, 0.006511, 0.05137, -0.1987, 0.625976, -0.053072, -0.033017, -0.006056, -0.02261]",-0.03884659611054004,-0.032141611093975335,-2.549981900369405,-2.9733830385479068,-3.2569689139226656,0.0005533897185146029,0.3635266505792
IL_Sweep_14dB,15,"[-0.0029564995493276793, 0.006380063370175133, 0.05420199772378271, -0.19870000000000002, -0.056344688188174855, -0.035182999224394364, -0.004937377464707317, -0.023446596087756486, -0.04021125020335446, -0.033124572454748265]","[-0.002956, 0.00638, 0.054202, -0.1987, 0.61785, -0.056345, -0.035183, -0.004937, -0.023447]",-0.04021125020335446,-0.033124572454748265,-2.5514700961532175,-2.942514555229388,-3.2602220713203875,0.0005492599444958372,0.3512265868794148
IL_Sweep_14dB,16,"[-0.0032401393174287126, 0.006134788477239951, 0.05681440008040608, -0.19870000000000002, -0.05929749914731856, -0.03699169558499268, -0.0036924157720503656, -0.02411721654422473, -0.0414126540839165, -0.033943609081785855]","[-0.00324, 0.006135, 0.056814, -0.1987, 0.611012, -0.059297, -0.036992, -0.003692, -0.024117]",-0.0414126540839165,-0.033943609081785855,-2.552768170485863,-2.9168556164595056,-3.2569689139226656,0.0005533897185146029,0.3402768039511318
IL_Sweep_14dB,17,"[-0.0035250524410041996, 0.005798172441270056, 0.05921135670028368, -0.19870000000000002, -0.061955369626224846, -0.03849676299562006, -0.002388021646530094, -0.024659873952297073, -0.04246995173341427, -0.03462963070779898]","[-0.003525, 0.005798, 0.059211, -0.1987, 0.605265, -0.061955, -0.038497, -0.002388, -0.02466]",-0.04246995173341427,-0.03462963070779898,-2.5539070190483097,-2.8955346122001346,-3.2602220713203875,0.0005492599444958372,0.33049203443464903
IL_Sweep_14dB,18,"[-0.0038006794190664373, 0.005392423159849233, 0.06140323878023419, -0.19870000000000002, -0.06434665021446284, -0.03974862248096014, -0.0010772970654843149, -0.02510640204880476, -0.04340108087091831, -0.035208261164352855]","[-0.003801, 0.005392, 0.061403, -0.1987, 0.600425, -0.064347, -0.039749, -0.001077, -0.025106]",-0.04340108087091831,-0.035208261164352855,-2.5549111699161826,-2.8777550013497386,-3.2569689139226656,0.0005533897185146029,0.3216131679081975
IL_Sweep_14dB,19,"[-0.004059966935415105, 0.004937399394414484, 0.06340402535263862, -0.19870000000000002, -0.06649978440596392, -0.040791418856694975, 0.00020088523136388339, -0.025481590696483803, -0.04422229287456004, -0.035700102601633116]","[-0.00406, 0.004937, 0.063404, -0.1987, 0.595925, -0.0665, -0.040791, 0.000201, -0.025482]",-0.04422229287456004,-0.035700102601633116,-2.5557917583063263,-2.8613388415509173,-3.2602220713203875,0.0005492599444958372,0.31341889848021054
IL_Sweep_14dB,20,"[-0.00429886753183651, 0.004447999162024177, 0.06522793706417991, -0.19870000000000002, -0.06843477158470009, -0.041655336215157567, 0.0014285332778416202, -0.025798812259342458, -0.044946023672549344, -0.03611897272716057]","[-0.004299, 0.004448, 0.065228, -0.1987, 0.590008, -0.068435, -0.041655, 0.001429, -0.025799]",-0.044946023672549344,-0.03611897272716057,-2.556527196512451,-2.8397330072914526,-3.2602220713203875,0.0005492599444958372,0.30623429558786947
IL_Sweep_14dB,21,"[-0.004514565471433641, 0.003929573075761171, 0.066, -0.19870000000000002, -0.0701421266862157, -0.041800000000000004, 0.0026287041734486642, -0.026047847667125913, -0.045575350955036995, -0.03646640785279709]","[-0.004515, 0.00393, 0.066, -0.1987, 0.586237, -0.070142, -0.0418, 0.002629, -0.026048]",-0.045575350955036995,-0.03646640785279709,-2.55702146601323,-2.8256813915345784,-3.2602220713203875,0.0005492599444958372,0.3022610918671488
IL_Sweep_14dB,22,"[-0.004687976770941789, 0.0034409418152436732, 0.066, -0.19870000000000002, -0.07166248914588848, -0.041800000000000004, 0.0037431428028278035, -0.026265165627091285, -0.046127646686155196, -0.036767628397191096]","[-0.004688, 0.003441, 0.066, -0.1987, 0.5837, -0.071662, -0.0418, 0.003743, -0.026265]",-0.046127646686155196,-0.036767628397191096,-2.5573424104596874,-2.815776306733241,-3.2602220713203875,0.0005492599444958372,0.3012903837949215
IL_Sweep_14dB,23,"[-0.00481388251277176, 0.0030097389980932076, 0.066, -0.19870000000000002, -0.07301311833940989, -0.041800000000000004, 0.004756954470568049, -0.026458156702083686, -0.04661387391487678, -0.03703200918515442]","[-0.004814, 0.00301, 0.066, -0.1987, 0.581448, -0.073013, -0.0418, 0.004757, -0.026458]",-0.04661387391487678,-0.03703200918515442,-2.5576224315768066,-2.8070008062361365,-3.2602220713203875,0.0005492599444958372,0.3022265001502629
IL_Sweep_14dB,24,"[-0.00490396519831473, 0.002627239944251445, 0.066, -0.19870000000000002, -0.07421455920861147, -0.041800000000000004, 0.00567781815229552, -0.02663045340631428, -0.047042897208545396, -0.03726495755244826]","[-0.004904, 0.002627, 0.066, -0.1987, 0.579446, -0.074215, -0.0418, 0.005678, -0.02663]",-0.047042897208545396,-0.03726495755244826,-2.557867341061342,-2.799213238975578,-3.2602220713203875,0.0005492599444958372,0.3032260116890376
