env,step,x,taps,gdc,gdc2,gain,gain_ratio,u_gain,drive_rms,pred_b_ber,allowed_ber,stop_reason,pred_a,pred_b,real_lb,real_ber,grad_norm
HighNoise_IL16x16,0,"[-0.05990178689376197, -0.27572629780772034, -0.0033514909610254675, 0.08493095629290139, 5.96982266562826, 1.2674483155802685, -0.11050000000000001]","[-0.059902, -0.275726, 0.576089, -0.003351, 0.084931]",5.96982266562826,1.2674483155802685,0.2635428053479272,0.7753539433595975,-0.11050000000000001,0.1806233070853766,1.79704000953955e-06,2.2463000119244375e-06,,-6.772933394536833,-5.745442253592852,-5.243436043768838,5.709051441360945e-06,18.79175044404252
HighNoise_IL16x16,1,"[-0.05436799586627546, -0.2682900197148516, -0.0024892690680476818, 0.08220597952292691, 6.170789883962866, 1.056988872563684, -0.09595000000000001]","[-0.054368, -0.26829, 0.592647, -0.002489, 0.082206]",6.170789883962866,1.056988872563684,0.27252174716506516,0.801770365298809,-0.09595000000000001,0.18902587093999026,1.036209798130263e-06,1.2952622476628288e-06,,-6.9733702286891965,-5.9845523054538505,-5.766515547906992,1.711923888082004e-06,16.813599999326737
HighNoise_IL16x16,2,"[-0.04897904052131288, -0.2610673877114252, -0.002409475479279636, 0.0795012316203912, 6.299623708913471, 0.8058351378739588, -0.11006350000000001]","[-0.048979, -0.261067, 0.608043, -0.002409, 0.079501]",6.299623708913471,0.8058351378739588,0.2638078196850198,0.7761336266108262,-0.11006350000000001,0.18324516262280277,6.163581654912648e-07,7.704477068640811e-07,,-7.1529459636637975,-6.210166846126338,-6.244823406215395,5.690842861170384e-07,14.453699508334475
HighNoise_IL16x16,3,"[-0.04359955003412043, -0.25407944283433287, -0.0022209528280682325, 0.07715786476993748, 6.38756204718891, 0.5465393046930833, -0.09637340500000001]","[-0.0436, -0.254079, 0.622942, -0.002221, 0.077158]",6.38756204718891,0.5465393046930833,0.27225618808819746,0.8009890794004044,-0.09637340500000001,0.18876400512009928,4.076317787024838e-07,5.095397233781048e-07,,-7.325651416091852,-6.389731966036695,-6.822287992823051,1.5056083240679323e-07,13.504464076766089
HighNoise_IL16x16,4,"[-0.038385927079577, -0.24730897239119928, -0.0026273907621792284, 0.07488014445874966, 6.43325465409283, 0.2849115385372022, -0.10965279715000001]","[-0.038386, -0.247309, 0.636798, -0.002627, 0.07488]",6.43325465409283,0.2849115385372022,0.26405741500476243,0.7768679464688509,-0.10965279715000001,0.18197354940480934,2.7500147622881867e-07,3.4375184528602335e-07,,-7.486610594047102,-6.560664974837704,-6.822287992823051,1.5056083240679323e-07,11.911391554722078
HighNoise_IL16x16,5,"[-0.033201635712824244, -0.24074017855185012, -0.0027015971784651906, 0.07295375492960035, 6.461346299974071, 0.02882750769531911, -0.09677178676450002]","[-0.033202, -0.24074, 0.650403, -0.002702, 0.072954]",6.461346299974071,0.02882750769531911,0.2720065598431892,0.8002546626748728,-0.09677178676450002,0.1863416263765901,2.0357983418849057e-07,2.544747927356132e-07,,-7.653102336658547,-6.6912652436948505,-6.822287992823051,1.5056083240679323e-07,11.595939189968824
HighNoise_IL16x16,6,"[-0.028192192876304097, -0.23436765642424473, -0.0032839060771791247, 0.07112575147040255, 6.471909614799436, 0.0, -0.08427720669056502]","[-0.028192, -0.234368, 0.66303, -0.003284, 0.071126]",6.471909614799436,0.0,0.27994580109007705,0.8236122421008446,-0.08427720669056502,0.1947343888444683,1.6967665331799322e-07,2.1209581664749154e-07,,-7.737919063360357,-6.770377910379413,-6.562904242695169,2.735871890403326e-07,10.46729456065037
HighNoise_IL16x16,7,"[-0.023411861924645685, -0.22833740715823203, -0.004961990900640275, 0.06932236885606355, 6.471588021381725, 0.0, -0.09639694936228196]","[-0.023412, -0.228337, 0.673966, -0.004962, 0.069322]",6.471588021381725,0.0,0.2722414286914262,0.8009456566385001,-0.09639694936228196,0.19214654784902527,1.4194031381905414e-07,1.7742539227381768e-07,,-7.808379774446216,-6.847894238914566,-6.922631324711045,1.1950021187387558e-07,8.55901638364599
HighNoise_IL16x16,8,"[-0.01860878454855736, -0.22254098598269376, -0.006522996048763327, 0.06779902465697991, 6.466893369612794, 0.0, -0.1081530997538474]","[-0.018609, -0.222541, 0.684528, -0.006523, 0.067799]",6.466893369612794,0.0,0.26497082920296466,0.7795552491996607,-0.1081530997538474,0.1896604459847875,1.2387157209765236e-07,1.5483946512206544e-07,,-7.867707370367398,-6.90702835058677,-6.7219446609350575,1.8969476203901274e-07,7.691265705447606
HighNoise_IL16x16,9,"[-0.013791447303524967, -0.21698837287108325, -0.008012846314075579, 0.06655917710923547, 6.458925765961425, 0.0, -0.11955656563366589]","[-0.013791, -0.216988, 0.694648, -0.008013, 0.066559]",6.458925765961425,0.0,0.25810391906657537,0.7593525126995451,-0.11955656563366589,0.1872493766730476,1.1246670112496618e-07,1.4058337640620772e-07,,-7.9173672684947745,-6.94897604340449,-6.922631324711045,1.1950021187387558e-07,6.917506398046325
