env,step,x_shape,taps,gdc,gdc2,gain,gain_ratio,drive_rms,pred_b_ber,allowed_ber,stop_reason,pred_a,pred_b,real_lb,real_ber,grad_norm
HighNoise_IL16x16,0,"[-0.02638904128577218, -0.29657647851112, -0.00376556340446121, 0.053364248126344056, -0.258233458510155, -0.1526940761977493]","[-0.026389, -0.296576, 0.619905, -0.003766, 0.053364]",-0.258233458510155,-0.1526940761977493,0.38588588112155064,0.8808168936807821,0.15,0.0,0.0,,-3.692382351748726,0.0,-3.3088927698331934,0.0004910290995039763,7.056960152139805
HighNoise_IL16x16,1,"[-0.01814389343105588, -0.29286147575187127, -0.004337951265221796, 0.04990322754138713, -0.4010013744799663, -0.4062652144797646]","[-0.018144, -0.292861, 0.634753, -0.004338, 0.049903]",-0.4010013744799663,-0.4062652144797646,0.38312940759745856,0.8745250116353768,0.15,0.0,0.0,,-3.7597525152562636,0.0,-3.2846208943197794,0.0005192531091799406,6.95292721486614
HighNoise_IL16x16,2,"[-0.010001276522327456, -0.29036319103241426, -0.005427464693272384, 0.046056332062131826, -0.4943004181652452, -0.6726702469911878]","[-0.010001, -0.290363, 0.648152, -0.005427, 0.046056]",-0.4943004181652452,-0.6726702469911878,0.38026867696396366,0.8679951539921563,0.15,0.0,0.0,,-3.808238787009578,0.0,-3.263500449855792,0.0005451293310266272,5.10583354286151
HighNoise_IL16x16,3,"[-0.0021817227887342555, -0.2895359310682732, -0.00715908148339372, 0.041758783441784665, -0.5346187609223524, -0.9434873655064885]","[-0.002182, -0.289536, 0.659364, -0.007159, 0.041759]",-0.5346187609223524,-0.9434873655064885,0.3778313823409193,0.862431824562701,0.15000000000000002,0.0,0.0,,-3.8440791405122723,0.0,-3.332093057266785,0.00046548634201872707,3.7354695452501616
HighNoise_IL16x16,4,"[0.0050803419019658826, -0.29056125374889996, -0.009450381857888528, 0.037361578833594575, -0.5138821324759069, -1.2082644313374753]","[0.00508, -0.290561, 0.657546, -0.00945, 0.037362]",-0.5138821324759069,-1.2082644313374753,0.3827344238241338,0.8736234280395659,0.14999999999999997,0.0,0.0,,-3.8756538622651853,0.0,-3.3794415525100887,0.0004174057692870688,3.0166537864721117
HighNoise_IL16x16,5,"[0.011743838309259243, -0.2920491722829135, -0.011802739063132082, 0.032714779684227445, -0.41027083268624176, -1.4441306433654801]","[0.011744, -0.292049, 0.651689, -0.011803, 0.032715]",-0.41027083268624176,-1.4441306433654801,0.3874655014200783,0.8844225095185535,0.15,0.0,0.0,,-3.903527482181251,0.0,-3.405046754533087,0.0003935077095948807,2.4877291782287854
HighNoise_IL16x16,6,"[0.018075608617343607, -0.2933548417474577, -0.013785420452106935, 0.0278509208638694, -0.23927953912165462, -1.626360690324533]","[0.018076, -0.293355, 0.646933, -0.013785, 0.027851]",-0.23927953912165462,-1.626360690324533,0.38839189118210155,0.8865370718605377,0.15000000000000002,0.0,0.0,,-3.9264094195597843,0.0,-3.4041989265598964,0.00039427666412296267,2.1164562785011993
HighNoise_IL16x16,7,"[0.024223226781827714, -0.294617239982216, -0.015485849484576302, 0.02305453571959875, -0.03741266194949275, -1.7605435091658956]","[0.024223, -0.294617, 0.642619, -0.015486, 0.023055]",-0.03741266194949275,-1.7605435091658956,0.3873410646289935,0.8841384721045275,0.14999999999999997,0.0,0.0,,-3.9456973451769546,0.0,-3.4303577591625722,0.00037122929520870535,1.9139647767754948
HighNoise_IL16x16,8,"[0.030100180045901436, -0.2960343404720339, -0.017127970990722184, 0.018344753469964194, 0.17593184172346663, -1.8593713977610706]","[0.0301, -0.296034, 0.638393, -0.017128, 0.018345]",0.17593184172346663,-1.8593713977610706,0.3855771938143022,0.8801122890077658,0.15,0.0,0.0,,-3.962529409611396,0.0,-3.4477354010675376,0.00035666837156967665,1.7390521796201566
HighNoise_IL16x16,9,"[0.035675775336511395, -0.29760325988781694, -0.018762699469028917, 0.013699969505276043, 0.3926044325213387, -1.9305655128676689]","[0.035676, -0.297603, 0.634258, -0.018763, 0.0137]",0.3926044325213387,-1.9305655128676689,0.3835027768018542,0.8753772581644698,0.15,0.0,0.0,,-3.9773833840790647,0.0,-3.4514842808783754,0.00035360281938672666,1.578002150663659
HighNoise_IL16x16,10,"[0.040930549435907224, -0.29925634732011763, -0.020373898670405247, 0.00906983748430221, 0.6083442160527782, -1.979533223302351]","[0.040931, -0.299256, 0.630369, -0.020374, 0.00907]",0.6083442160527782,-1.979533223302351,0.3811884506150664,0.8700946145059721,0.15000000000000002,0.0,0.0,,-3.9904226663123,0.0,-3.4482482690599383,0.0003562474225767255,1.423190149845568
HighNoise_IL16x16,11,"[0.045906704431007514, -0.3, -0.021943755256760206, 0.004476955848431866, 0.8206620875210321, -2.010680778721194]","[0.045907, -0.3, 0.627673, -0.021944, 0.004477]",0.8206620875210321,-2.010680778721194,0.3776829185515284,0.8620929435095376,0.14999999999999997,0.0,0.0,marginal_gain,-4.000399896478434,0.0,-3.459786385665991,0.000346907440186423,1.2505990678736747
