sample_id,env,il_db,cd_ps_nm,dgd_ps,pol_deg,mlse_ber,log10_ber_mlse,ctle_dc,ctle_dc2,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,ffe_tap_0,ffe_tap_1,ffe_tap_2,ffe_tap_3,ffe_tap_4,ffe_tap_5,ffe_tap_6,ffe_tap_7,ffe_tap_8,tx_fir_0,tx_fir_1,tx_fir_2,tx_fir_3,tx_fir_4,tx_fir_5,tx_fir_6
Base_IL10:10,Base_IL10,10.0,0.0,0.0,0.0,0.006178141932073477,-2.2091421187590305,1.6106926694596218,1.4268262050648028,-0.06619286293169226,0.01956268304136828,0.0033338312740878034,-0.3168057352358424,0.003888280685021384,0.07087694363177563,0.03659414906116012,-0.06767015097615323,1.6106926694596218,1.4268262050648028,-0.06619286293169226,0.01956268304136828,0.0033338312740878034,-0.3168057352358424,0.41507536316289895,0.003888280685021384,0.07087694363177563,0.03659414906116012,-0.06767015097615323,-0.06894360692260258,-0.1604789041976523,0.21671723417975217,0.10313246514166843,0.10135375869789798,0.0548932499150921,-0.01717903679980828
Base_IL10:11,Base_IL10,10.0,0.0,0.0,0.0,0.013954506409409278,-1.855285520512577,0.10439825550421666,1.0944879592368288,0.070340139818854,-0.018251477102997016,-0.10231622289009416,-0.34406201223058874,0.089889517010663,0.05391461607244226,-0.03859907470614701,0.0008003356525306594,0.10439825550421666,1.0944879592368288,0.070340139818854,-0.018251477102997016,-0.10231622289009416,-0.34406201223058874,0.2818266045156832,0.089889517010663,0.05391461607244226,-0.03859907470614701,0.0008003356525306594,-0.1444970374042216,-0.21733743241236061,0.1201675198160906,0.10224133364339699,0.06341784541679796,-0.0017498952721051993,0.003390918329698227
Base_IL10:12,Base_IL10,10.0,0.0,0.0,0.0,0.006322684022730276,-2.199098521589212,0.6918111943552019,-1.0797683357283319,0.041509938769429544,0.05209384587402824,-0.08717777770071243,-0.27708487962635664,-0.02377600885866368,0.0047662557379721734,0.032293836742292005,0.07678467238195873,0.6918111943552019,-1.0797683357283319,0.041509938769429544,0.05209384587402824,-0.08717777770071243,-0.27708487962635664,0.4045127843085865,-0.02377600885866368,0.0047662557379721734,0.032293836742292005,0.07678467238195873,-0.1121673293666532,-0.14154020892913854,0.22955049203224984,0.06155897363794779,0.03623587695186095,0.053163383209456044,0.07579015800083963
Base_IL10:13,Base_IL10,10.0,0.0,0.0,0.0,0.010022961543544337,-1.9990039359555385,1.4290737144890566,1.6484488125014545,0.017393379394664454,-0.0930782000739855,-0.056863163212312745,-0.3345417936278343,0.0021306778178241228,0.09693574758060644,-0.006224099508275904,-0.09967643964808931,1.4290737144890566,1.6484488125014545,0.017393379394664454,-0.0930782000739855,-0.056863163212312745,-0.3345417936278343,0.2931564991364072,0.0021306778178241228,0.09693574758060644,-0.006224099508275904,-0.09967643964808931,-0.1413470417738881,-0.22650334225628965,0.09784707867508437,0.05148180647829874,0.08043058090888247,0.00399489493484499,-0.06486084379747886
Base_IL10:14,Base_IL10,10.0,0.0,0.0,0.0,0.0019327342407823443,-2.713827859213349,-1.5832295898807198,-0.8629052264977561,0.018445838543226147,0.057193308128528436,-0.0014611415343593614,-0.38155733003273506,0.0003290691243394095,0.07365814021056757,-0.0589572306233391,0.025299579748455293,-1.5832295898807198,-0.8629052264977561,0.018445838543226147,0.057193308128528436,-0.0014611415343593614,-0.38155733003273506,0.3830983620544496,0.0003290691243394095,0.07365814021056757,-0.0589572306233391,0.025299579748455293,-0.08202384183028444,-0.19464930297519462,0.21819344270164667,0.067320890481475,0.06384495291538111,-0.01632550772422248,0.018552959982785798
Base_IL10:15,Base_IL10,10.0,0.0,0.0,0.0,0.03162167966168891,-1.5000150651935347,-0.726131149017879,-0.6331621404734561,0.0076085675473785315,0.05943989951760016,-0.02596265568062414,-0.3915462725897119,-0.06381785983820966,0.09777984994185011,0.054824228885100613,0.05458786085331755,-0.726131149017879,-0.6331621404734561,0.0076085675473785315,0.05943989951760016,-0.02596265568062414,-0.3915462725897119,0.24443280514620735,-0.06381785983820966,0.09777984994185011,0.054824228885100613,0.05458786085331755,-0.102867997412298,-0.25569059647631304,0.08271778409675867,-0.008009945011196834,0.08397520503045817,0.07591349035859936,0.0658759125647964
Base_IL10:16,Base_IL10,10.0,0.0,0.0,0.0,0.0020566274613453154,-2.6868443695277557,-2.987196354240426,1.5196331363424425,0.08305766190877756,0.0019274925967889935,-0.04414388374430929,-0.27184838284761015,0.03277821720663032,0.03484317357258598,-0.03114361858945776,-0.0911301571700402,-2.987196354240426,1.5196331363424425,0.08305766190877756,0.0019274925967889935,-0.04414388374430929,-0.27184838284761015,0.4091274123637998,0.03277821720663032,0.03484317357258598,-0.03114361858945776,-0.0911301571700402,-0.08918527488472514,-0.10127053848612493,0.2548305049128431,0.08437136379736848,0.052129100433099526,-0.020078233184473163,-0.055475546910319626
Base_IL10:17,Base_IL10,10.0,0.0,0.0,0.0,0.08710106382978723,-1.0599765405998591,-0.9729689487422797,-1.664036400364818,0.08856817635116243,0.048428089294230196,-0.04853497818160475,-0.3080350272312806,-0.06447787988598877,-0.00682806913712021,-0.0752719356625019,0.005629765272465104,-0.9729689487422797,-1.664036400364818,0.08856817635116243,0.048428089294230196,-0.04853497818160475,-0.3080350272312806,0.354226078983646,-0.06447787988598877,-0.00682806913712021,-0.0752719356625019,0.005629765272465104,-0.1062481480098675,-0.17663749834790018,0.2143301635128404,-0.00027909675864763576,-0.019794210965996942,-0.06583740809549024,-0.013398912236480437
Base_IL10:18,Base_IL10,10.0,0.0,0.0,0.0,0.0030229945817364873,-2.519562631229081,0.07974769478720622,-1.4861711346735538,-0.00993174530679909,0.06194159585018884,-0.02494928647524152,-0.3895224556573943,0.018267492229930626,0.10716146171052016,-0.0021085360805460753,0.031815958332461536,0.07974769478720622,-1.4861711346735538,-0.00993174530679909,0.06194159585018884,-0.02494928647524152,-0.3895224556573943,0.3543014683569179,0.018267492229930626,0.10716146171052016,-0.0021085360805460753,0.031815958332461536,-0.09010312251068059,-0.20903304617293575,0.17099318970961938,0.08545761924634061,0.10233972615074545,0.03892353539288306,0.03753661837378159
Base_IL10:19,Base_IL10,10.0,0.0,0.0,0.0,0.0014619400026430554,-2.8350704502616852,-2.628683149982148,2.600431431133123,0.024414491780916394,-0.0007756066093785541,-0.016576723707757174,-0.27546944542007806,0.03552919730210968,0.04183795730740142,0.09275038575529948,-0.029921601275523416,-2.628683149982148,2.600431431133123,0.024414491780916394,-0.0007756066093785541,-0.016576723707757174,-0.27546944542007806,0.48272459084153585,0.03552919730210968,0.04183795730740142,0.09275038575529948,-0.029921601275523416,-0.06294058227536976,-0.07461758497655971,0.2548815662354435,0.09248540736920537,0.08678534692888583,0.08466229117566103,0.02346878445336601
