env,num_symbols,sim_seeds,seed_log10_ber,seed_ber,model_a_hit,model_a_w_hit,model_a_corr,model_b_hit,model_b_w_hit,model_b_corr
Base_IL10x10,262144,"42,43,44",-3.4263814953158094,0.0003746437610538747,0.8181818181818182,0.9335259523887063,0.6952092681448012,0.5454545454545454,0.8323518833538475,0.4826650484561635
