env,num_symbols,sim_seeds,seed_log10_ber,seed_ber,model_a_hit,model_a_w_hit,model_a_corr,model_b_hit,model_b_w_hit,model_b_corr
IL20x20,262144,"42,43,44",-2.3659663591200624,0.0043055996080026086,0.8333333333333334,0.9990323462368355,0.966526634016431,0.6666666666666666,0.8642924908256365,0.20871948527894754
