env,num_symbols,sim_seeds,seed_log10_ber,seed_ber,model_a_hit,model_a_w_hit,model_a_corr,model_b_hit,model_b_w_hit,model_b_corr
Base_IL10x10,262144,"42,43,44",-3.4263814953158094,0.0003746437610538747,0.8333333333333334,0.9311295113099254,0.8449230857354669,0.6666666666666666,0.9068649867781049,0.825439087251468
