env,target_rms,gain,gain_ratio,drive_rms_actual,log10_ber,ber
IL16x10,0.185,0.23901865400144462,0.703202865552941,0.185,-3.5877030813164077,0.0002584026235298779
IL16x10,0.19,0.2454786176231053,0.7222083484057232,0.19000000000000003,-3.5877030813164077,0.0002584026235298779
IL16x10,0.195,0.251938581244766,0.7412138312585054,0.19500000000000003,-3.6008183252260877,0.00025071578320365817
IL16x10,0.2,0.25839854486642666,0.7602193141112876,0.20000000000000004,-3.6078252294228386,0.000246703193066686
IL16x10,0.205,0.2648585084880873,0.7792247969640698,0.20500000000000002,-3.5877030813164077,0.0002584026235298779
IL16x10,0.21,0.27131847210974797,0.7982302798168519,0.21000000000000002,-3.5877030813164077,0.0002584026235298779
IL16x10,0.215,0.27777843573140865,0.8172357626696342,0.21500000000000002,-3.5877030813164077,0.0002584026235298779
IL16x10,0.22,0.2842383993530693,0.8362412455224164,0.22000000000000006,-3.6008183252260877,0.00025071578320365817
IL10x16,0.06,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.065,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.07,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.075,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.08,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.085,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.09,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.095,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.1,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.105,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.11,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.115,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.12,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.6086453571759285,0.00024623775492645057
IL10x16,0.125,0.1045854534897076,0.3076947734325025,0.125,-3.6086453571759285,0.00024623775492645057
IL10x16,0.13,0.10876887162929591,0.3200025643698026,0.13,-3.6086453571759285,0.00024623775492645057
IL10x16,0.135,0.11295228976888422,0.33231035530710273,0.135,-3.6086453571759285,0.00024623775492645057
IL10x16,0.14,0.11713570790847253,0.34461814624440285,0.14,-3.6008183252260877,0.00025071578320365817
IL10x16,0.145,0.1213191260480608,0.3569259371817029,0.145,-3.6086453571759285,0.00024623775492645057
IL10x16,0.15,0.1255025441876491,0.369233728119003,0.15,-3.6086453571759285,0.00024623775492645057
IL10x16,0.155,0.12968596232723742,0.3815415190563031,0.15499999999999997,-3.6086453571759285,0.00024623775492645057
IL10x16,0.16,0.13386938046682573,0.39384930999360324,0.16,-3.6008183252260877,0.00025071578320365817
IL10x16,0.165,0.13805279860641403,0.40615710093090335,0.165,-3.6008183252260877,0.00025071578320365817
IL10x16,0.17,0.14223621674600234,0.41846489186820346,0.17,-3.6008183252260877,0.00025071578320365817
IL10x16,0.175,0.14641963488559065,0.43077268280550357,0.17500000000000002,-3.6008183252260877,0.00025071578320365817
IL10x16,0.18,0.15060305302517896,0.4430804737428037,0.18000000000000002,-3.6086453571759285,0.00024623775492645057
IL10x16,0.185,0.15478647116476726,0.4553882646801038,0.18500000000000003,-3.6008183252260877,0.00025071578320365817
