env,ratio,gain,gdc,gdc2,log10_ber,ber,drive_rms,symbols
IL10x20_RxHeavy,0.8,0.35048,-3.0,-3.0,-2.887304945491716,0.001296268759470055,0.1394957260288798,65536
IL10x20_RxHeavy,0.8,0.35048,-3.0,0.0,-2.887304945491716,0.001296268759470055,0.14274573115527428,65536
IL10x20_RxHeavy,0.8,0.35048,-3.0,3.0,-2.87930928436293,0.0013203550037685539,0.14901928459146754,65536
IL10x20_RxHeavy,0.8,0.35048,0.0,-3.0,-2.884285080352761,0.001305313770470906,0.17898198909175536,65536
IL10x20_RxHeavy,0.8,0.35048,0.0,0.0,-2.8516865863568124,0.0014070625808312515,0.183900386992826,65536
IL10x20_RxHeavy,0.8,0.35048,0.0,3.0,-2.7180946176220053,0.0019138389208398373,0.1933411885705018,65536
IL10x20_RxHeavy,0.8,0.35048,3.0,-3.0,-2.646424037677189,0.0022572307725556955,0.2390106057739251,65536
IL10x20_RxHeavy,0.8,0.35048,3.0,0.0,-2.4126081486735087,0.0038671574209836407,0.24625559212731926,65536
IL10x20_RxHeavy,0.8,0.35048,3.0,3.0,-2.128841979459257,0.007432895388665606,0.2601100601131172,65536
IL10x20_RxHeavy,1.0,0.4381,-3.0,-3.0,-2.887376261729082,0.0012960559144431629,0.17436965753609973,65536
IL10x20_RxHeavy,1.0,0.4381,-3.0,0.0,-2.8984608652195214,0.0012633949446648285,0.17843216394409284,65536
IL10x20_RxHeavy,1.0,0.4381,-3.0,3.0,-2.8545216475720436,0.0013979072343734866,0.18627410573933442,65536
IL10x20_RxHeavy,1.0,0.4381,0.0,-3.0,-2.8380835307044827,0.0014518323502993287,0.2237274863646942,65536
IL10x20_RxHeavy,1.0,0.4381,0.0,0.0,-2.6867075538342964,0.0020572754622987244,0.22987548374103245,65536
IL10x20_RxHeavy,1.0,0.4381,0.0,3.0,-2.3631619798594556,0.004333492209393228,0.24167648571312725,65536
IL10x20_RxHeavy,1.0,0.4381,3.0,-3.0,-2.12297773730247,0.007533941830522406,0.2987632572174064,65536
IL10x20_RxHeavy,1.0,0.4381,3.0,0.0,-1.944085967379225,0.011374021179672702,0.3078194901591491,65536
