env,ratio,gain,gdc,gdc2,log10_ber,ber,drive_rms,symbols
IL16x10,0.6,0.26286,0.0,0.0,-2.9390797687494037,0.0011505890358609393,0.10404765280013678,65536
IL16x10,0.6,0.26286,0.0,3.0,-2.96164734939016,0.0010923269546959896,0.11185223453524357,65536
IL16x10,0.6,0.26286,3.0,-3.0,-2.9605238104189717,0.001095156511200186,0.13550127857517252,65536
IL16x10,0.6,0.26286,3.0,0.0,-2.9545655691624044,0.001110284893446722,0.14152854542219057,65536
IL16x10,0.6,0.26286,3.0,3.0,-2.8711386416189035,0.001345430778074813,0.15284930333817168,65536
IL16x10,0.8,0.35048,-3.0,-3.0,-2.9522113064276976,0.0011163199689936036,0.10138832033206595,65536
IL16x10,0.8,0.35048,-3.0,0.0,-2.9385605256270826,0.00115196550449714,0.10509519924916093,65536
IL16x10,0.8,0.35048,-3.0,3.0,-2.945298324643577,0.0011342314241718687,0.11212739242094025,65536
IL16x10,0.8,0.35048,0.0,-3.0,-2.9569195206582335,0.001104283236257407,0.1332108975248766,65536
IL16x10,0.8,0.35048,0.0,0.0,-2.9558155961884367,0.0011070937622575288,0.13873020373351572,65536
IL16x10,0.8,0.35048,0.0,3.0,-2.926553787814466,0.001184257686391948,0.1491363127136581,65536
IL16x10,0.8,0.35048,3.0,-3.0,-2.9442829950196683,0.0011368862264729282,0.1806683714335634,65536
IL16x10,0.8,0.35048,3.0,0.0,-2.837024814777585,0.0014553759207375121,0.18870472722958742,65536
IL16x10,0.8,0.35048,3.0,3.0,-2.4349221715000047,0.003673481258612471,0.20379907111756224,65536
IL16x10,1.0,0.4381,-3.0,-3.0,-2.9604558626040607,0.0010953278680019209,0.12673540041508244,65536
IL16x10,1.0,0.4381,-3.0,0.0,-2.955728345111011,0.0011073162030928836,0.13136899906145116,65536
IL16x10,1.0,0.4381,-3.0,3.0,-2.9342105145775705,0.0011635618819849454,0.1401592405261753,65536
IL16x10,1.0,0.4381,0.0,-3.0,-2.945623625317063,0.0011333821660942645,0.16651362190609575,65536
IL16x10,1.0,0.4381,0.0,0.0,-2.9268018163116576,0.0011835815419624079,0.17341275466689463,65536
IL16x10,1.0,0.4381,0.0,3.0,-2.739290199154608,0.0018226773672650493,0.1864203908920726,65536
IL16x10,1.0,0.4381,3.0,-3.0,-2.6208286461043055,0.002394260242027248,0.22583546429195425,65536
IL16x10,1.0,0.4381,3.0,0.0,-2.3380583046992425,0.004591363689384493,0.23588090903698428,65536
IL16x10,1.0,0.4381,3.0,3.0,-2.0001579301819175,0.009996364184291876,0.2547488388969528,65536
IL16x10,1.3,0.56953,-3.0,-3.0,-2.9605238104189717,0.001095156511200186,0.16475602053960717,65536
IL16x10,1.3,0.56953,-3.0,0.0,-2.951057795724529,0.0011192889190630717,0.17077969877988652,65536
IL16x10,1.3,0.56953,-3.0,3.0,-2.8477059938257914,0.0014200185123140574,0.1822070126840279,65536
IL16x10,1.3,0.56953,0.0,-3.0,-2.80280192380331,0.001574700901789023,0.2164677084779245,65536
IL16x10,1.3,0.56953,0.0,0.0,-2.5610118980704724,0.002747818871946881,0.22543658106696302,65536
IL16x10,1.3,0.56953,0.0,3.0,-2.1950158958792287,0.00638240125143973,0.24234650815969438,65536
IL16x10,1.3,0.56953,3.0,-3.0,-1.9819383723765662,0.010424653476988156,0.2935861035795405,65536
IL16x10,1.3,0.56953,3.0,0.0,-1.782456914387657,0.016502247091688786,0.30664518174807953,65536
IL16x10,1.3,0.56953,3.0,3.0,-1.5368149409361413,0.029052603635599326,0.3311734905660387,65536
IL10x16,0.4,0.17524,-3.0,-3.0,-2.7703650802793205,0.0016968166604712709,0.0697478630144399,65536
IL10x16,0.4,0.17524,-3.0,0.0,-2.742874082096865,0.0018076981680551485,0.07137286557763714,65536
IL10x16,0.4,0.17524,-3.0,3.0,-2.755040125147327,0.001757761204145698,0.07450964229573377,65536
IL10x16,0.4,0.17524,0.0,-3.0,-2.9125689701269484,0.0012230128774576728,0.08949099454587768,65536
IL10x16,0.4,0.17524,0.0,0.0,-2.936706521708421,0.001156893759172105,0.091950193496413,65536
IL10x16,0.4,0.17524,0.0,3.0,-2.9533927629140813,0.001113287254554933,0.0966705942852509,65536
IL10x16,0.4,0.17524,3.0,-3.0,-2.9628587776085253,0.001089284245467731,0.11950530288696255,65536
IL10x16,0.4,0.17524,3.0,0.0,-2.9593123822006078,0.0010982156234905524,0.12312779606365963,65536
IL10x16,0.4,0.17524,3.0,3.0,-2.960445974633885,0.001095352806593218,0.1300550300565586,65536
IL10x16,0.6,0.26286,-3.0,-3.0,-2.955899004752935,0.0011068811594302072,0.10462179452165983,65536
IL10x16,0.6,0.26286,-3.0,0.0,-2.9488141832792407,0.001125086249065767,0.10705929836645571,65536
IL10x16,0.6,0.26286,-3.0,3.0,-2.95343985775405,0.0011131665363680258,0.11176446344360064,65536
IL10x16,0.6,0.26286,0.0,-3.0,-2.9628587776085253,0.001089284245467731,0.13423649181881653,65536
IL10x16,0.6,0.26286,0.0,0.0,-2.959332323632873,0.0010981651980520558,0.13792529024461947,65536
IL10x16,0.6,0.26286,0.0,3.0,-2.961686586367579,0.0010922282712593065,0.14500589142787632,65536
IL10x16,0.6,0.26286,3.0,-3.0,-2.9605238104189717,0.001095156511200186,0.1792579543304438,65536
IL10x16,0.6,0.26286,3.0,0.0,-2.9442424519569115,0.0011369923641354762,0.18469169409548944,65536
IL10x16,0.6,0.26286,3.0,3.0,-2.812294839945975,0.001540654156865223,0.19508254508483788,65536
IL10x16,0.8,0.35048,-3.0,-3.0,-2.9628587776085253,0.001089284245467731,0.1394957260288798,65536
IL10x16,0.8,0.35048,-3.0,0.0,-2.951255697091373,0.0011187789923778901,0.14274573115527428,65536
IL10x16,0.8,0.35048,-3.0,3.0,-2.959283671363115,0.0010982882279878888,0.14901928459146754,65536
IL10x16,0.8,0.35048,0.0,-3.0,-2.9628587776085253,0.001089284245467731,0.17898198909175536,65536
IL10x16,0.8,0.35048,0.0,0.0,-2.953469041269379,0.0011130917368424437,0.183900386992826,65536
IL10x16,0.8,0.35048,0.0,3.0,-2.8712141382710974,0.0013451969121257125,0.1933411885705018,65536
IL10x16,0.8,0.35048,3.0,-3.0,-2.850862355430353,0.0014097355268549978,0.2390106057739251,65536
IL10x16,0.8,0.35048,3.0,0.0,-2.59039326760762,0.002568069260327921,0.24625559212731926,65536
IL10x16,0.8,0.35048,3.0,3.0,-2.236566028397162,0.005800079837233732,0.2601100601131172,65536
IL10x16,1.0,0.4381,-3.0,-3.0,-2.9628587776085253,0.001089284245467731,0.17436965753609973,65536
IL10x16,1.0,0.4381,-3.0,0.0,-2.9581588714974387,0.0011011364234782064,0.17843216394409284,65536
IL10x16,1.0,0.4381,-3.0,3.0,-2.9295881670952446,0.0011760122155758037,0.18627410573933442,65536
IL10x16,1.0,0.4381,0.0,-3.0,-2.9373206551842532,0.0011552589581241117,0.2237274863646942,65536
IL10x16,1.0,0.4381,0.0,0.0,-2.833797320250254,0.0014662319532448935,0.22987548374103245,65536
IL10x16,1.0,0.4381,0.0,3.0,-2.5447349273497246,0.0028527589243080805,0.24167648571312725,65536
IL10x16,1.0,0.4381,3.0,-3.0,-2.2855271224731837,0.005181707303006364,0.2987632572174064,65536
IL10x16,1.0,0.4381,3.0,0.0,-2.054118963258839,0.00882838037627079,0.3078194901591491,65536
IL10x16,1.0,0.4381,3.0,3.0,-1.7760234451019308,0.016748524577776435,0.32513757514139646,65536
IL10x16,1.3,0.56953,-3.0,-3.0,-2.9490285019725335,0.0011245311705693887,0.22668055479692964,65536
IL10x16,1.3,0.56953,-3.0,0.0,-2.927351205228701,0.0011820852404981481,0.2319618131273207,65536
IL10x16,1.3,0.56953,-3.0,3.0,-2.690022914791724,0.0020416302187659372,0.24215633746113474,65536
IL10x16,1.3,0.56953,0.0,-3.0,-2.4953429887197065,0.003196369745356589,0.29084573227410243,65536
IL10x16,1.3,0.56953,0.0,0.0,-2.2586202289539625,0.005512895636867873,0.2988381288633422,65536
IL10x16,1.3,0.56953,0.0,3.0,-1.9477220331449872,0.011279191411991298,0.3141794314270654,65536
IL10x16,1.3,0.56953,3.0,-3.0,-1.6643375038987458,0.02166020168198843,0.38839223438262827,65536
IL10x16,1.3,0.56953,3.0,0.0,-1.534472507755254,0.029209726613674176,0.40016533720689385,65536
IL10x16,1.3,0.56953,3.0,3.0,-1.3577858826959917,0.043874695693819896,0.42267884768381536,65536
CD15ps,0.4,0.17524,-3.0,-3.0,-2.96431406198857,0.0010856402540952816,0.0697478630144399,65536
CD15ps,0.4,0.17524,-3.0,0.0,-2.9761743145685338,0.001056393415124393,0.07137286557763714,65536
CD15ps,0.4,0.17524,-3.0,3.0,-2.9643646000633423,0.0010855139274243062,0.07450964229573377,65536
CD15ps,0.4,0.17524,0.0,-3.0,-3.088162827297481,0.0008162762726535236,0.08949099454587768,65536
CD15ps,0.4,0.17524,0.0,0.0,-3.0914153117795244,0.0008101859140165321,0.091950193496413,65536
CD15ps,0.4,0.17524,0.0,3.0,-3.1011406148534184,0.0007922447777851717,0.0966705942852509,65536
CD15ps,0.4,0.17524,3.0,-3.0,-3.1077976418302917,0.0007801935546159447,0.11950530288696255,65536
CD15ps,0.4,0.17524,3.0,0.0,-3.102776393018333,0.0007892663858432688,0.12312779606365963,65536
CD15ps,0.4,0.17524,3.0,3.0,-3.1011406148534184,0.0007922447777851717,0.1300550300565586,65536
CD15ps,0.6,0.26286,-3.0,-3.0,-3.1180793217927287,0.0007619398326797894,0.10462179452165983,65536
CD15ps,0.6,0.26286,-3.0,0.0,-3.1180793217927287,0.0007619398326797894,0.10705929836645571,65536
CD15ps,0.6,0.26286,-3.0,3.0,-3.1164435436278146,0.0007648151045760365,0.11176446344360064,65536
CD15ps,0.6,0.26286,0.0,-3.0,-3.1095108550477613,0.0007771218946447237,0.13423649181881653,65536
CD15ps,0.6,0.26286,0.0,0.0,-3.1011219198411495,0.0007922788821665223,0.13792529024461947,65536
CD15ps,0.6,0.26286,0.0,3.0,-3.1077976418302917,0.0007801935546159447,0.14500589142787632,65536
CD15ps,0.6,0.26286,3.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.1792579543304438,65536
CD15ps,0.6,0.26286,3.0,0.0,-3.10294473510665,0.0007889605081279011,0.18469169409548944,65536
CD15ps,0.6,0.26286,3.0,3.0,-2.9544029496544972,0.0011107007122023009,0.19508254508483788,65536
CD15ps,0.8,0.35048,-3.0,-3.0,-3.1095108550477613,0.0007771218946447237,0.1394957260288798,65536
CD15ps,0.8,0.35048,-3.0,0.0,-3.1077976418302913,0.0007801935546159455,0.14274573115527428,65536
CD15ps,0.8,0.35048,-3.0,3.0,-3.1180793217927287,0.0007619398326797894,0.14901928459146754,65536
CD15ps,0.8,0.35048,0.0,-3.0,-3.1095108550477613,0.0007771218946447237,0.17898198909175536,65536
CD15ps,0.8,0.35048,0.0,0.0,-3.0962328625798494,0.0008012483301284346,0.183900386992826,65536
CD15ps,0.8,0.35048,0.0,3.0,-3.047174799961264,0.0008970676594651014,0.1933411885705018,65536
CD15ps,0.8,0.35048,3.0,-3.0,-2.9994068641625575,0.001001366678792849,0.2390106057739251,65536
CD15ps,0.8,0.35048,3.0,0.0,-2.726440346338014,0.001877412277571449,0.24625559212731926,65536
CD15ps,0.8,0.35048,3.0,3.0,-2.275490966352661,0.005302846228279618,0.2601100601131172,65536
CD15ps,1.0,0.4381,-3.0,-3.0,-3.1095108550477613,0.0007771218946447237,0.17436965753609973,65536
CD15ps,1.0,0.4381,-3.0,0.0,-3.1095108550477613,0.0007771218946447237,0.17843216394409284,65536
CD15ps,1.0,0.4381,-3.0,3.0,-3.093265821495258,0.0008067410917456534,0.18627410573933442,65536
CD15ps,1.0,0.4381,0.0,-3.0,-3.0980149417448875,0.0007979672330210838,0.2237274863646942,65536
CD15ps,1.0,0.4381,0.0,0.0,-3.0015675733385314,0.0009963970353085115,0.22987548374103245,65536
CD15ps,1.0,0.4381,0.0,3.0,-2.6461924445677987,0.0022584347908515654,0.24167648571312725,65536
CD15ps,1.0,0.4381,3.0,-3.0,-2.3239543904684012,0.0047429179268709525,0.2987632572174064,65536
CD15ps,1.0,0.4381,3.0,0.0,-2.074163843342971,0.008430166585692452,0.3078194901591491,65536
CD15ps,1.0,0.4381,3.0,3.0,-1.787892884286934,0.016296979367343912,0.32513757514139646,65536
CD15ps,1.3,0.56953,-3.0,-3.0,-3.104449993476683,0.000786230715902202,0.22668055479692964,65536
CD15ps,1.3,0.56953,-3.0,0.0,-3.0788374020498352,0.0008339933696371693,0.2319618131273207,65536
CD15ps,1.3,0.56953,-3.0,3.0,-2.8204456598823024,0.0015120088742262806,0.24215633746113474,65536
CD15ps,1.3,0.56953,0.0,-3.0,-2.570563610031242,0.002688044103104471,0.29084573227410243,65536
CD15ps,1.3,0.56953,0.0,0.0,-2.2871799463946623,0.00516202440662576,0.2988381288633422,65536
CD15ps,1.3,0.56953,0.0,3.0,-1.9665990509246083,0.010799432866895857,0.3141794314270654,65536
CD15ps,1.3,0.56953,3.0,-3.0,-1.6808982682635278,0.020849792239004638,0.38839223438262827,65536
CD15ps,1.3,0.56953,3.0,0.0,-1.5432582926807676,0.028624750326440896,0.40016533720689385,65536
CD15ps,1.3,0.56953,3.0,3.0,-1.3666338295758083,0.042989873820723064,0.42267884768381536,65536
CD28ps,0.4,0.17524,-3.0,-3.0,-2.836156330974712,0.0014582892321591894,0.0697478630144399,65536
CD28ps,0.4,0.17524,-3.0,0.0,-2.8119831735546534,0.0015417601862458355,0.07137286557763714,65536
CD28ps,0.4,0.17524,-3.0,3.0,-2.837993386497605,0.001452133730732586,0.07450964229573377,65536
CD28ps,0.4,0.17524,0.0,-3.0,-3.0845037595991918,0.0008231827107648856,0.08949099454587768,65536
CD28ps,0.4,0.17524,0.0,0.0,-3.061327856611385,0.0008683046831859759,0.091950193496413,65536
CD28ps,0.4,0.17524,0.0,3.0,-3.0759648932053287,0.0008395278481704108,0.0966705942852509,65536
CD28ps,0.4,0.17524,3.0,-3.0,-3.1077976418302917,0.0007801935546159447,0.11950530288696255,65536
CD28ps,0.4,0.17524,3.0,0.0,-3.102776393018333,0.0007892663858432688,0.12312779606365963,65536
CD28ps,0.4,0.17524,3.0,3.0,-3.0994861416762345,0.0007952686421267974,0.1300550300565586,65536
CD28ps,0.6,0.26286,-3.0,-3.0,-3.099523113921947,0.0007952009424038071,0.10462179452165983,65536
CD28ps,0.6,0.26286,-3.0,0.0,-3.1079543349342664,0.0007799121121765484,0.10705929836645571,65536
CD28ps,0.6,0.26286,-3.0,3.0,-3.102776393018333,0.0007892663858432688,0.11176446344360064,65536
CD28ps,0.6,0.26286,0.0,-3.0,-3.109590113099181,0.0007769800840768581,0.13423649181881653,65536
CD28ps,0.6,0.26286,0.0,0.0,-3.1079543349342664,0.0007799121121765484,0.13792529024461947,65536
CD28ps,0.6,0.26286,0.0,3.0,-3.1077976418302917,0.0007801935546159447,0.14500589142787632,65536
CD28ps,0.6,0.26286,3.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.1792579543304438,65536
CD28ps,0.6,0.26286,3.0,0.0,-3.101251559930225,0.0007920424164027332,0.18469169409548944,65536
CD28ps,0.6,0.26286,3.0,3.0,-2.9168932332303563,0.0012108957830632664,0.19508254508483788,65536
CD28ps,0.8,0.35048,-3.0,-3.0,-3.1095108550477613,0.0007771218946447237,0.1394957260288798,65536
CD28ps,0.8,0.35048,-3.0,0.0,-3.1146113619111393,0.0007680484872215213,0.14274573115527428,65536
CD28ps,0.8,0.35048,-3.0,3.0,-3.1164435436278146,0.0007648151045760365,0.14901928459146754,65536
CD28ps,0.8,0.35048,0.0,-3.0,-3.1061431686531082,0.0007831714214766947,0.17898198909175536,65536
CD28ps,0.8,0.35048,0.0,0.0,-3.0962328625798494,0.0008012483301284346,0.183900386992826,65536
CD28ps,0.8,0.35048,0.0,3.0,-3.030511409602368,0.0009321559808091903,0.1933411885705018,65536
CD28ps,0.8,0.35048,3.0,-3.0,-2.97259453463712,0.0010651369857541267,0.2390106057739251,65536
CD28ps,0.8,0.35048,3.0,0.0,-2.665650372514753,0.002159482194298438,0.24625559212731926,65536
CD28ps,0.8,0.35048,3.0,3.0,-2.24154349307495,0.005733984398201597,0.2601100601131172,65536
CD28ps,1.0,0.4381,-3.0,-3.0,-3.1095108550477613,0.0007771218946447237,0.17436965753609973,65536
CD28ps,1.0,0.4381,-3.0,0.0,-3.1146113619111393,0.0007680484872215213,0.17843216394409284,65536
CD28ps,1.0,0.4381,-3.0,3.0,-3.091733904265542,0.0008095917906692498,0.18627410573933442,65536
CD28ps,1.0,0.4381,0.0,-3.0,-3.0868431752484646,0.0008187603910492199,0.2237274863646942,65536
CD28ps,1.0,0.4381,0.0,0.0,-2.9832120380106057,0.0010394125637468543,0.22987548374103245,65536
CD28ps,1.0,0.4381,0.0,3.0,-2.5919259121361424,0.0025590224025431965,0.24167648571312725,65536
CD28ps,1.0,0.4381,3.0,-3.0,-2.2840965201445145,0.005198804424245708,0.2987632572174064,65536
CD28ps,1.0,0.4381,3.0,0.0,-2.0346795270867744,0.009232524587540876,0.3078194901591491,65536
CD28ps,1.0,0.4381,3.0,3.0,-1.7616636598135846,0.017311565376650236,0.32513757514139646,65536
CD28ps,1.3,0.56953,-3.0,-3.0,-3.1096088081114495,0.0007769466382465009,0.22668055479692964,65536
CD28ps,1.3,0.56953,-3.0,0.0,-3.068025422549019,0.000855016660811501,0.2319618131273207,65536
CD28ps,1.3,0.56953,-3.0,3.0,-2.776695464403969,0.001672262825947485,0.24215633746113474,65536
CD28ps,1.3,0.56953,0.0,-3.0,-2.5196756925778505,0.003022207697781101,0.29084573227410243,65536
CD28ps,1.3,0.56953,0.0,0.0,-2.2588148422684253,0.005510425786142139,0.2988381288633422,65536
CD28ps,1.3,0.56953,0.0,3.0,-1.936204661883161,0.01158231409351479,0.3141794314270654,65536
CD28ps,1.3,0.56953,3.0,-3.0,-1.6522312325203983,0.02227248973658552,0.38839223438262827,65536
CD28ps,1.3,0.56953,3.0,0.0,-1.5228482552651366,0.03000210624956927,0.40016533720689385,65536
CD28ps,1.3,0.56953,3.0,3.0,-1.3453556293528515,0.045148608597573435,0.42267884768381536,65536
DGD2ps,0.4,0.17524,-3.0,-3.0,-2.987613747718664,0.0010289310006698904,0.0697478630144399,65536
DGD2ps,0.4,0.17524,-3.0,0.0,-2.9725009333230576,0.001065366574132931,0.07137286557763714,65536
DGD2ps,0.4,0.17524,-3.0,3.0,-3.002181236224832,0.0009949901095580645,0.07450964229573377,65536
DGD2ps,0.4,0.17524,0.0,-3.0,-3.1061431686531082,0.0007831714214766947,0.08949099454587768,65536
DGD2ps,0.4,0.17524,0.0,0.0,-3.1061044666538664,0.0007832412166309258,0.091950193496413,65536
DGD2ps,0.4,0.17524,0.0,3.0,-3.1028142153117684,0.0007891976523772904,0.0966705942852509,65536
DGD2ps,0.4,0.17524,3.0,-3.0,-3.1077976418302917,0.0007801935546159447,0.11950530288696255,65536
DGD2ps,0.4,0.17524,3.0,0.0,-3.1077976418302917,0.0007801935546159447,0.12312779606365963,65536
DGD2ps,0.4,0.17524,3.0,3.0,-3.1077976418302917,0.0007801935546159447,0.1300550300565586,65536
DGD2ps,0.6,0.26286,-3.0,-3.0,-3.1045073904881932,0.000786126813335127,0.10462179452165983,65536
DGD2ps,0.6,0.26286,-3.0,0.0,-3.1180793217927287,0.0007619398326797894,0.10705929836645571,65536
DGD2ps,0.6,0.26286,-3.0,3.0,-3.1214073954282626,0.0007561232712451912,0.11176446344360064,65536
DGD2ps,0.6,0.26286,0.0,-3.0,-3.1077976418302917,0.0007801935546159447,0.13423649181881653,65536
DGD2ps,0.6,0.26286,0.0,0.0,-3.1077976418302917,0.0007801935546159447,0.13792529024461947,65536
DGD2ps,0.6,0.26286,0.0,3.0,-3.1077976418302917,0.0007801935546159447,0.14500589142787632,65536
DGD2ps,0.6,0.26286,3.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.1792579543304438,65536
DGD2ps,0.6,0.26286,3.0,0.0,-3.106161863665377,0.00078313770913446,0.18469169409548944,65536
DGD2ps,0.6,0.26286,3.0,3.0,-2.970160152438249,0.001071124239679066,0.19508254508483788,65536
DGD2ps,0.8,0.35048,-3.0,-3.0,-3.1095108550477613,0.0007771218946447237,0.1394957260288798,65536
DGD2ps,0.8,0.35048,-3.0,0.0,-3.099523113921947,0.0007952009424038071,0.14274573115527428,65536
DGD2ps,0.8,0.35048,-3.0,3.0,-3.1078750768828467,0.0007800544578837031,0.14901928459146754,65536
DGD2ps,0.8,0.35048,0.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.17898198909175536,65536
DGD2ps,0.8,0.35048,0.0,0.0,-3.1077976418302917,0.0007801935546159447,0.183900386992826,65536
DGD2ps,0.8,0.35048,0.0,3.0,-3.054484992029185,0.0008820942842567256,0.1933411885705018,65536
DGD2ps,0.8,0.35048,3.0,-3.0,-3.015569150911586,0.0009647856807469066,0.2390106057739251,65536
DGD2ps,0.8,0.35048,3.0,0.0,-2.7447998445903603,0.001799700160589002,0.24625559212731926,65536
DGD2ps,0.8,0.35048,3.0,3.0,-2.29745924828045,0.005041279213749425,0.2601100601131172,65536
DGD2ps,1.0,0.4381,-3.0,-3.0,-3.0946702071983054,0.0008041365323653902,0.17436965753609973,65536
DGD2ps,1.0,0.4381,-3.0,0.0,-3.1016390463160164,0.0007913360551822257,0.17843216394409284,65536
DGD2ps,1.0,0.4381,-3.0,3.0,-3.093051089944439,0.0008071400735573548,0.18627410573933442,65536
DGD2ps,1.0,0.4381,0.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.2237274863646942,65536
DGD2ps,1.0,0.4381,0.0,0.0,-3.050536107614414,0.0008901514269831377,0.22987548374103245,65536
DGD2ps,1.0,0.4381,0.0,3.0,-2.687390033482535,0.0020540450597456533,0.24167648571312725,65536
DGD2ps,1.0,0.4381,3.0,-3.0,-2.354412053280047,0.00442168649086629,0.2987632572174064,65536
DGD2ps,1.0,0.4381,3.0,0.0,-2.1039569437288397,0.007871238218557822,0.3078194901591491,65536
DGD2ps,1.0,0.4381,3.0,3.0,-1.8052109416083006,0.015659902666550644,0.32513757514139646,65536
DGD2ps,1.3,0.56953,-3.0,-3.0,-3.1163661085752588,0.0007649514838771758,0.22668055479692964,65536
DGD2ps,1.3,0.56953,-3.0,0.0,-3.0673899703084353,0.0008562686222324863,0.2319618131273207,65536
DGD2ps,1.3,0.56953,-3.0,3.0,-2.8529626328858035,0.0014029344091926607,0.24215633746113474,65536
DGD2ps,1.3,0.56953,0.0,-3.0,-2.6517850935892935,0.002229538141662968,0.29084573227410243,65536
DGD2ps,1.3,0.56953,0.0,0.0,-2.3472809732669533,0.004494889572446521,0.2988381288633422,65536
DGD2ps,1.3,0.56953,0.0,3.0,-1.987962638184852,0.010281047408966851,0.3141794314270654,65536
DGD2ps,1.3,0.56953,3.0,-3.0,-1.6966334904680875,0.020107890406179708,0.38839223438262827,65536
DGD2ps,1.3,0.56953,3.0,0.0,-1.5580735523623597,0.02766473074268503,0.40016533720689385,65536
DGD2ps,1.3,0.56953,3.0,3.0,-1.3788283975833802,0.04179954962327136,0.42267884768381536,65536
DGD5ps,0.4,0.17524,-3.0,-3.0,-3.0725422873297106,0.0008461701730580477,0.0697478630144399,65536
DGD5ps,0.4,0.17524,-3.0,0.0,-3.05737853802353,0.0008762367462253837,0.07137286557763714,65536
DGD5ps,0.4,0.17524,-3.0,3.0,-3.06808763347705,0.0008548941919047467,0.07450964229573377,65536
DGD5ps,0.4,0.17524,0.0,-3.0,-3.111244586276364,0.0007740257586502843,0.08949099454587768,65536
DGD5ps,0.4,0.17524,0.0,0.0,-3.1162658350883228,0.0007651281225672115,0.091950193496413,65536
DGD5ps,0.4,0.17524,0.0,3.0,-3.1111257154658247,0.0007742376463582816,0.0966705942852509,65536
DGD5ps,0.4,0.17524,3.0,-3.0,-3.1077976418302917,0.0007801935546159447,0.11950530288696255,65536
DGD5ps,0.4,0.17524,3.0,0.0,-3.106161863665377,0.00078313770913446,0.12312779606365963,65536
DGD5ps,0.4,0.17524,3.0,3.0,-3.1077976418302917,0.0007801935546159447,0.1300550300565586,65536
DGD5ps,0.6,0.26286,-3.0,-3.0,-3.102776393018333,0.0007892663858432688,0.10462179452165983,65536
DGD5ps,0.6,0.26286,-3.0,0.0,-3.1077976418302917,0.0007801935546159447,0.10705929836645571,65536
DGD5ps,0.6,0.26286,-3.0,3.0,-3.106161863665377,0.00078313770913446,0.11176446344360064,65536
DGD5ps,0.6,0.26286,0.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.13423649181881653,65536
DGD5ps,0.6,0.26286,0.0,0.0,-3.1077976418302917,0.0007801935546159447,0.13792529024461947,65536
DGD5ps,0.6,0.26286,0.0,3.0,-3.1061431686531082,0.0007831714214766947,0.14500589142787632,65536
DGD5ps,0.6,0.26286,3.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.1792579543304438,65536
DGD5ps,0.6,0.26286,3.0,0.0,-3.1077976418302917,0.0007801935546159447,0.18469169409548944,65536
DGD5ps,0.6,0.26286,3.0,3.0,-2.973167071495059,0.0010637337250382092,0.19508254508483788,65536
DGD5ps,0.8,0.35048,-3.0,-3.0,-3.102776393018333,0.0007892663858432688,0.1394957260288798,65536
DGD5ps,0.8,0.35048,-3.0,0.0,-3.1077976418302917,0.0007801935546159447,0.14274573115527428,65536
DGD5ps,0.8,0.35048,-3.0,3.0,-3.1077976418302917,0.0007801935546159447,0.14901928459146754,65536
DGD5ps,0.8,0.35048,0.0,-3.0,-3.1077976418302917,0.0007801935546159447,0.17898198909175536,65536
DGD5ps,0.8,0.35048,0.0,0.0,-3.106161863665377,0.00078313770913446,0.183900386992826,65536
DGD5ps,0.8,0.35048,0.0,3.0,-3.0559236028893806,0.0008791771600285932,0.1933411885705018,65536
DGD5ps,0.8,0.35048,3.0,-3.0,-3.0137987093089946,0.0009687267463625625,0.2390106057739251,65536
DGD5ps,0.8,0.35048,3.0,0.0,-2.7234380637341267,0.0018904358136738668,0.24625559212731926,65536
DGD5ps,0.8,0.35048,3.0,3.0,-2.2844799061911627,0.005194217054011282,0.2601100601131172,65536
DGD5ps,1.0,0.4381,-3.0,-3.0,-3.1162658350883228,0.0007651281225672115,0.17436965753609973,65536
DGD5ps,1.0,0.4381,-3.0,0.0,-3.1077976418302917,0.0007801935546159447,0.17843216394409284,65536
DGD5ps,1.0,0.4381,-3.0,3.0,-3.1011967143802974,0.0007921424470196602,0.18627410573933442,65536
DGD5ps,1.0,0.4381,0.0,-3.0,-3.1077976418302917,0.0007801935546159447,0.2237274863646942,65536
DGD5ps,1.0,0.4381,0.0,0.0,-3.0444058493467403,0.0009028054053426886,0.22987548374103245,65536
DGD5ps,1.0,0.4381,0.0,3.0,-2.6662537678337226,0.00215648395984712,0.24167648571312725,65536
DGD5ps,1.0,0.4381,3.0,-3.0,-2.3480770296852604,0.00448665804185982,0.2987632572174064,65536
DGD5ps,1.0,0.4381,3.0,0.0,-2.0957720817794767,0.00802098895331659,0.3078194901591491,65536
DGD5ps,1.0,0.4381,3.0,3.0,-1.7923213535192069,0.01613164464019686,0.32513757514139646,65536
DGD5ps,1.3,0.56953,-3.0,-3.0,-3.1146113619111393,0.0007680484872215213,0.22668055479692964,65536
DGD5ps,1.3,0.56953,-3.0,0.0,-3.096287708129777,0.000801147149633593,0.2319618131273207,65536
DGD5ps,1.3,0.56953,-3.0,3.0,-2.899376827448062,0.0012607331503819467,0.24215633746113474,65536
DGD5ps,1.3,0.56953,0.0,-3.0,-2.625166661559021,0.0023704638598490506,0.29084573227410243,65536
