dim,unit,step,real_log10_plus,real_log10_minus,real_d_plus,real_d_minus,real_slope,model_a_slope,model_b_slope,sign_match_a,sign_match_b,ratio_a
FFE_tap0,tap,0.05,-3.6390182161940205,-2.845235176824501,-0.21263672087821117,0.5811463184913084,-7.9378303936951955,-8.089793456418876,-12.702492595588742,1,1,1.0191441559200334
FFE_tap1,tap,0.05,-3.266861654707478,-3.179217473006475,0.15951984060833135,0.24716402230933454,-0.8764418170100319,-5.528734739473855,-9.412462842175223,1,1,6.308159460413528
FFE_tap2,tap,0.05,-3.360480180336772,-3.4598451257062783,0.06590131497903728,-0.03346363039046896,0.9936494536950624,-3.498816128833203,-5.251232503862272,0,0,-3.521177529784002
FFE_tap3,tap,0.05,-3.2228582251843143,-3.6301067984449387,0.20352327013149507,-0.2037253031291293,4.072485732606244,1.2577434864620272,1.1188858153506922,1,1,0.3088392615821681
CTLE_gDC,dB,1.0,-2.9683050453054576,-3.668472330416897,0.4580764500103518,-0.24209083510108753,0.35008364255571967,0.0024346699186427465,-0.03802127500678749,1,0,0.006954537780939713
CTLE_gDC2,dB,1.0,-3.196019561888438,-3.5906321676398245,0.2303619334273712,-0.16425067232401513,0.19730630287569317,0.023397734544263804,0.03307812776284964,1,1,0.11858584446237805
