dim,unit,step,real_log10_plus,real_log10_minus,real_d_plus,real_d_minus,real_slope,model_a_slope,model_b_slope,sign_match_a,sign_match_b,ratio_a
FFE_tap0,tap,0.05,-2.2463831887482804,-2.407345970322703,0.11958317037178201,-0.041379611202640554,1.6096278157442256,0.5415641977926766,-0.20388068951589372,1,0,0.3364530561012203
FFE_tap1,tap,0.05,-2.255800910243772,-1.8827253223487395,0.1101654488762902,0.4832410367713229,-3.730755878950327,-2.414793666857573,-0.15481867208176633,1,1,0.6472665983004472
FFE_tap2,tap,0.05,-2.280308547215652,-1.813830298089429,0.08565781190441024,0.5521360610306334,-4.6647824912622315,-3.2598395444699335,-0.11337702411928449,1,1,0.6988191948019128
FFE_tap3,tap,0.05,-2.1718432078009395,-1.8848949988048525,0.19412315131912283,0.4810713603152099,-2.869482089960871,-1.125247242211369,-0.11774818602755505,1,1,0.39214297456260244
CTLE_gDC,dB,1.0,-2.539407704374445,-2.2171276315269504,-0.17344134525438282,0.148838727593112,-0.1611400364237474,-0.09519593340983512,0.16197483084632563,1,0,0.5907652469402445
CTLE_gDC2,dB,1.0,-2.3590483514188594,-2.333795656320911,0.006918007701202988,0.032170702799151574,-0.012626347548974293,0.03167006151086671,-0.034019113880399826,0,1,-2.508252001461772
