env,num_symbols,n_seeds,seed_gain,seed_n_errors,seed_ber,seed_log10_ber_mean,seed_log10_ber_std,per_seed_n_errors,ref_gdc_db,ref_n_errors,ref_ber,ref_delta_dex
Base_IL10x10,262144,3,0.138,0,1.983890806650001e-06,-5.702482235092322,0.0,"[0, 0, 0]",0.0,0,1.983890806650001e-06,0.0
Base_IL10x10,524288,3,0.138,0,9.724334563785806e-07,-6.01214010775687,0.0,"[0, 0, 0]",0.0,0,9.724334563785806e-07,0.0
Base_IL10x10,1048576,3,0.138,0,4.814812674898072e-07,-6.317420604871877,0.0,"[0, 0, 0]",0.0,0,4.814812674898072e-07,0.0
Base_IL10x10,2097152,3,0.138,0,2.3957397996586564e-07,-6.6205603522713945,0.0,"[0, 0, 0]",0.0,0,2.3957397996586564e-07,0.0
Base_IL10x10,4194304,3,0.138,0,1.194974415597765e-07,-6.922641392861164,8.881784197001252e-16,"[0, 0, 0]",0.0,0,1.194974415597765e-07,0.0
