case,il,cd,dgd,final_mlse,best_taps,best_gdc,best_gdc2,steps,plot_file
Base_IL7,7.0,0.0,0.0,0.0005221838087006626,"[-0.00611433 -0.00646982 -0.01205109 -0.27006663  0.65758275 -0.00501802
  0.03067278 -0.00573815 -0.00628644]",0.0010390760007660074,0.0,25,ddps_gen_snr26.5_Base_IL7.png
IL_Sweep_10dB,10.0,0.0,0.0,0.08651145203111495,"[-0.00494098 -0.00521793 -0.00550339 -0.1987      0.76632958 -0.00402507
 -0.00554859 -0.00465056 -0.0050839 ]",0.008222231502219558,0.0,25,ddps_gen_snr26.5_IL_Sweep_10dB.png
IL_Sweep_12dB,12.0,0.0,0.0,0.18271031403053875,"[-0.00494098 -0.00521793 -0.00550344 -0.1987      0.76632955 -0.00402501
 -0.00554863 -0.00465057 -0.0050839 ]",0.007388292659712763,0.0,25,ddps_gen_snr26.5_IL_Sweep_12dB.png
CD_Sweep_1ps,7.0,1.0,0.0,0.0005221838087006626,"[-0.00611433 -0.00646982 -0.01205109 -0.27006663  0.65758275 -0.00501802
  0.03067278 -0.00573815 -0.00628644]",0.0010390760007660074,0.0,25,ddps_gen_snr26.5_CD_Sweep_1ps.png
CD_Sweep_3ps,7.0,3.0,0.0,0.0005221838087006626,"[-0.00611433 -0.00646982 -0.01205109 -0.27006663  0.65758275 -0.00501802
  0.03067278 -0.00573815 -0.00628644]",0.0010390760007660074,0.0,25,ddps_gen_snr26.5_CD_Sweep_3ps.png
DGD_Sweep_2ps,7.0,0.0,2.0,0.0005221838087006626,"[-0.00611433 -0.00646982 -0.01205109 -0.27006663  0.65758275 -0.00501802
  0.03067278 -0.00573815 -0.00628644]",0.0010390760007660074,0.0,25,ddps_gen_snr26.5_DGD_Sweep_2ps.png
DGD_Sweep_6ps,7.0,0.0,6.0,0.0005221838087006626,"[-0.00611433 -0.00646982 -0.01205109 -0.27006663  0.65758275 -0.00501802
  0.03067278 -0.00573815 -0.00628644]",0.0010390760007660074,0.0,25,ddps_gen_snr26.5_DGD_Sweep_6ps.png
Combined_Stress,10.0,2.5,4.0,0.08651145203111495,"[-0.00494098 -0.00521793 -0.00550339 -0.1987      0.76632958 -0.00402507
 -0.00554859 -0.00465056 -0.0050839 ]",0.008222231502219558,0.0,25,ddps_gen_snr26.5_Combined_Stress.png
