real_lb,real_ber,predA,predB,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
-2.400182322642226,0.003979400749063671,-2.0273277996061183,-1.478738437970491,-0.01288474809220544,0.008192070175443811,-0.05827131978443813,-0.326296847821416,0.03844647684715196,0.026467324036518948,-0.03242136607176068,0.027281545146399945,0.9483084349577249,-0.5024720365939136
-2.707148098386713,0.0019626908671852494,-2.123131777652734,-1.5295933648316478,-0.04432204732197608,0.017963005191287896,-0.03599258196556142,-0.25016448480791276,0.003003596487100524,0.022442848746655877,0.04541618852960133,-0.021178858976707654,0.21488469980262348,0.706431808435787
-2.8637610040465455,0.0013684817055603573,-2.131035962117162,-1.4840498823241746,0.04589030637632668,-0.0027006423895657218,0.006301805598801766,-0.3431634860600216,-0.02940304727784563,0.08252311879377147,-0.005930539096822268,-0.00732680443996056,0.808523591490095,0.2873189947961916
-2.687669744990864,0.002052722558340536,-2.227399252329634,-1.5605649524862732,-0.03244436859053241,0.013740904850003578,-0.03150609299745448,-0.29093005428446994,-0.01637803156478237,0.020898395676445164,0.03692545149887585,-0.03130873400449785,-0.1815762941256972,-0.757096364657661
-2.952182906829083,0.0011163929703255546,-2.1817937667123077,-1.5344337532215053,0.0482760171662486,0.0126836693268636,-0.010433889476993457,-0.316332565595864,-0.007596376377038994,0.017092101857410752,0.04887054728004291,-0.02930599708507854,-0.5806876436836643,0.7938838770604402
-2.4797567733178005,0.003313166234514549,-1.9991313005375997,-1.479895361934974,0.0428455966081069,-0.037154870295057554,-0.03805124154106705,-0.2753650979257997,-0.017254253236464456,0.10745436786363455,0.01604728739362258,-0.0026357128992081148,0.33507004735080637,-0.8296357631239506
-2.836089577448687,0.0014585133967156439,-2.0576330359335886,-1.5888728986283216,0.022704768757159113,0.0012218314299301094,-0.045473997673919006,-0.28285638889819026,0.010524098088136404,0.06307784762861723,0.006889070505189588,0.022811724728971795,0.5835157680904177,0.026732630608018004
-1.5818608707442587,0.02619021895707289,-2.1224659981012852,-1.466329210116962,0.01263292896212298,-0.04471341486216132,-0.062045965413122836,-0.2928227866884473,-0.024613184501964192,0.05076988855712238,-0.03395559390029868,-0.04424314829430076,-0.8400446922386497,-0.6438853841626689
-1.7474067248815028,0.01788929703255546,-1.948593557037755,-1.3226441410604761,-0.047844214618872304,-0.036284189969224466,-0.020761180225492087,-0.29492137690008796,-0.04469571655949703,0.10245801071125288,0.021562576811898493,0.008861811240924089,0.4917945446789609,0.1785547557025926
-3.077121643437383,0.000837294727744166,-2.2420775684937,-1.636839914497606,0.0310389624848875,0.02393806079935351,0.003903108533203921,-0.2794942283709577,-0.030874457898390818,0.07548164469594869,-0.007005279735958676,-0.011603418458670823,-0.9429712691914452,-0.3102006710589159
-2.7976313256295113,0.0015935609334485738,-2.0137852092551145,-1.5691826526822623,0.026239479361399767,-0.010112460434280152,-0.053038204854835846,-0.2649863938521946,0.03548405510552525,0.05620737924493281,0.02977178016244444,0.0027976200993307223,0.10772482822033091,-0.6829359378617408
-3.077121643437383,0.000837294727744166,-2.162210458706832,-1.6286942333661776,-0.014871973637401142,0.0255726937234551,-0.00836817796768689,-0.28831281854341223,0.02541623625384506,0.05262693645830935,-0.02209501400287947,0.019270631017123865,-0.08297490602571034,-0.9380574256807973
-2.778432863588304,0.0016655862863728032,-2.0148518613661364,-1.500463536803961,0.0325977796749276,-0.022733038759802773,-0.010892857508305803,-0.31393006314676497,0.021377130979144544,0.07439444765773624,0.03339715120853427,-0.023376318820992437,-0.2061246372760388,-0.6055015946459067
-2.3914280501133574,0.004060429271103429,-2.0580262123829254,-1.359028853165397,-0.049123913375256026,-0.04169178796421737,-0.08309695536757063,-0.26230487074985587,-0.02211606703777181,0.030212598990399336,-0.04864011203579485,-0.03769521472178161,0.6864562576702862,-0.9805865189745323
-2.5743128809323794,0.0026649380581964853,-2.1084480580718803,-1.482511443923166,0.013638590970670118,0.021398475076354697,-0.06720635037520348,-0.3218558180954354,-0.0044472032713961775,0.05478425446548066,-0.03943884754748499,-0.016000579470606686,0.07425980304555768,-0.5737943860775594
-3.0962145853464054,0.0008012820512820513,-2.2827797296803496,-1.7741261042934227,0.023411073316003575,-0.029810328582940138,0.015809404765975962,-0.3225586697643144,0.00494592635181006,0.011815087978986547,0.005141508755553426,-0.004983015418959836,-0.6203975005880583,-0.8888661859616259
-2.5728481426741054,0.002673941227312014,-2.1333576303316995,-1.6396046592487612,-0.03613067588916019,-0.03428358072468823,-0.01725403818557935,-0.25471310204788083,0.027773789934671434,0.04567853793344245,-0.015031104791468675,0.010459789491958794,-0.5231307025398177,-0.4807017047082306
