case,il,cd,dgd,final_mlse,best_taps,best_gdc,best_gdc2,steps,plot_file
Base_IL7,7.0,0.0,0.0,0.000459161624891962,"[-0.00499149 -0.00514565 -0.01159087 -0.28143758  0.66061838 -0.00966933
  0.00230799 -0.01675852 -0.00748018]",0.011096218967291367,-0.008091904877735298,25,ddps_gen_physical_Base_IL7.png
IL_Sweep_10dB,10.0,0.0,0.0,0.0007742725439354652,"[-0.0049912  -0.00514725 -0.00648154 -0.27745542  0.65989452 -0.0096464
 -0.01034062 -0.01857399 -0.00746905]",0.014644812942251825,-0.010024517319312495,25,ddps_gen_physical_IL_Sweep_10dB.png
IL_Sweep_12dB,12.0,0.0,0.0,0.0009363295880149813,"[-0.00496186 -0.00511274 -0.01714088 -0.28574544  0.63902814 -0.0097484
  0.01606013 -0.01475569 -0.00744671]",0.00766937084162263,-0.006060982552680479,25,ddps_gen_physical_IL_Sweep_12dB.png
CD_Sweep_1ps,7.0,1.0,0.0,0.000459161624891962,"[-0.00499149 -0.00514565 -0.01159087 -0.28143758  0.66061838 -0.00966933
  0.00230799 -0.01675852 -0.00748018]",0.011096218967291367,-0.008091904877735298,25,ddps_gen_physical_CD_Sweep_1ps.png
CD_Sweep_3ps,7.0,3.0,0.0,0.000459161624891962,"[-0.00499149 -0.00514565 -0.01159087 -0.28143758  0.66061838 -0.00966933
  0.00230799 -0.01675852 -0.00748018]",0.011096218967291367,-0.008091904877735298,25,ddps_gen_physical_CD_Sweep_3ps.png
DGD_Sweep_2ps,7.0,0.0,2.0,0.000459161624891962,"[-0.00499149 -0.00514565 -0.01159087 -0.28143758  0.66061838 -0.00966933
  0.00230799 -0.01675852 -0.00748018]",0.011096218967291367,-0.008091904877735298,25,ddps_gen_physical_DGD_Sweep_2ps.png
DGD_Sweep_6ps,7.0,0.0,6.0,0.000459161624891962,"[-0.00499149 -0.00514565 -0.01159087 -0.28143758  0.66061838 -0.00966933
  0.00230799 -0.01675852 -0.00748018]",0.011096218967291367,-0.008091904877735298,25,ddps_gen_physical_DGD_Sweep_6ps.png
Combined_Stress,10.0,2.5,4.0,0.0007742725439354652,"[-0.0049912  -0.00514725 -0.00648154 -0.27745542  0.65989452 -0.0096464
 -0.01034062 -0.01857399 -0.00746905]",0.014644812942251825,-0.010024517319312495,25,ddps_gen_physical_Combined_Stress.png
