env,step,x_shape,taps,gdc,gdc2,gain,gain_ratio,drive_rms,pred_b_ber,allowed_ber,stop_reason,pred_a,pred_b,real_lb,real_ber,grad_norm
HighNoise_IL10x10,0,"[-0.031797120257450975, -0.29147402350189083, -0.004266477920891115, 0.05322709836823713, 5.878244565211531, 1.7258182827038406]","[-0.031797, -0.291474, 0.619235, -0.004266, 0.053227]",5.878244565211531,1.7258182827038406,0.17274872854254306,0.39431346391815353,0.2,0.0,0.0,,-4.671536427640828,0.0,-4.693686851793032,2.024478403476719e-05,7.649329269768677
HighNoise_IL10x10,1,"[-0.024788186672709225, -0.285245981473111, -0.001848221886692735, 0.05265405365314582, 5.692134126453647, 1.5021133328584078]","[-0.024788, -0.285246, 0.635464, -0.001848, 0.052654]",5.692134126453647,1.5021133328584078,0.17634111703226646,0.40251339199330394,0.2,0.0,0.0,,-4.77744159288642,0.0,-4.7057954904680885,1.968813186761584e-05,9.7387904377585
HighNoise_IL10x10,2,"[-0.01782898756101667, -0.27919940848837593, -1.2485132508864355e-05, 0.05224435323402429, 5.525545330835391, 1.2742437954593537]","[-0.017829, -0.279199, 0.650715, -1.2e-05, 0.052244]",5.525545330835391,1.2742437954593537,0.1799153603094546,0.4106719020987323,0.2,0.0,0.0,,-4.869593793574708,0.0,-4.709605311061683,1.951617433475675e-05,8.648468680220093
HighNoise_IL10x10,3,"[-0.010948413990949547, -0.2733669145919042, 0.0013598493746410354, 0.0520127916052957, 5.383628132015864, 1.0400921584314893]","[-0.010948, -0.273367, 0.662312, 0.00136, 0.052013]",5.383628132015864,1.0400921584314893,0.18412697513120974,0.4202852662205198,0.2,0.0,0.0,,-4.9458186041654555,0.0,-4.6834102787141205,2.072954268827486e-05,7.61296447179072
HighNoise_IL10x10,4,"[-0.0041757227652988145, -0.26775185073215574, 0.002345749824167228, 0.05194917037979874, 5.269881588840215, 0.8000950203965063]","[-0.004176, -0.267752, 0.673778, 0.002346, 0.051949]",5.269881588840215,0.8000950203965063,0.1880766152216648,0.42930065104237575,0.2,0.0,0.0,,-5.013587613786146,0.0,-4.6834102787141205,2.072954268827486e-05,6.701491819669
HighNoise_IL10x10,5,"[0.002281671415568634, -0.26213745150326473, 0.003058015885862126, 0.0520743559954969, 5.18466721589247, 0.5569763619935233]","[0.002282, -0.262137, 0.680449, 0.003058, 0.052074]",5.18466721589247,0.5569763619935233,0.1929251482659031,0.4403678344348393,0.19999999999999996,0.0,0.0,,-5.069612245295744,0.0,-4.707593834430324,1.960677502275044e-05,5.559552212743343
HighNoise_IL10x10,6,"[0.008367183273879846, -0.25647709500061083, 0.0035302332861390593, 0.05237126761810013, 5.124708352616102, 0.31438463252981075]","[0.008367, -0.256477, 0.679254, 0.00353, 0.052371]",5.124708352616102,0.31438463252981075,0.19956644010631958,0.4555271401650755,0.19999999999999998,0.0,0.0,,-5.114823900175124,0.0,-4.685009906341377,2.0653330446258407e-05,4.599801492716314
HighNoise_IL10x10,7,"[0.014022098724802642, -0.25072413927527964, 0.0037817784599260655, 0.05275308490018548, 5.0843630767361985, 0.07537098504157799]","[0.014022, -0.250724, 0.678719, 0.003782, 0.052753]",5.0843630767361985,0.07537098504157799,0.20581346836558415,0.4697865061985486,0.20000000000000004,0.0,0.0,,-5.158205101730006,0.0,-4.679994433820414,2.0893229087029004e-05,3.912494853180213
HighNoise_IL10x10,8,"[0.01953441690921261, -0.2451719438578821, 0.0038251973635454054, 0.0532123826532062, 5.059174166613432, 0.0]","[0.019534, -0.245172, 0.678256, 0.003825, 0.053212]",5.059174166613432,0.0,0.20825300954835907,0.4753549635890415,0.2,0.0,0.0,,-5.187855308912851,0.0,-4.6832115623791415,2.0739029894490992e-05,3.42387907333339
HighNoise_IL10x10,9,"[0.025124494389863458, -0.24006264637177277, 0.0037324205099409018, 0.05387013007319097, 5.0407486146564295, 0.0]","[0.025124, -0.240063, 0.67721, 0.003732, 0.05387]",5.0407486146564295,0.0,0.20904957056319287,0.47717318092488675,0.20000000000000007,0.0,0.0,,-5.208112863154486,0.0,-4.709486212060888,1.952152709814494e-05,2.9768276939999407
HighNoise_IL10x10,10,"[0.030866965579162332, -0.23553565172998112, 0.003529601057938267, 0.0548021401138161, 5.025327797513866, 0.0]","[0.030867, -0.235536, 0.675266, 0.00353, 0.054802]",5.025327797513866,0.0,0.21002029713269704,0.4793889457491373,0.2,0.0,0.0,,-5.2243687182955245,0.0,-4.707593834430324,1.960677502275044e-05,2.5478756256324404
HighNoise_IL10x10,11,"[0.03675278637124934, -0.23167152146479145, 0.0031955805616216987, 0.05601854914498103, 5.011879951598774, 0.0]","[0.036753, -0.231672, 0.672362, 0.003196, 0.056019]",5.011879951598774,0.0,0.2112057494403977,0.4820948400830808,0.2,0.0,0.0,,-5.236921774100023,0.0,-4.707593834430324,1.960677502275044e-05,2.145258179421687
HighNoise_IL10x10,12,"[0.04275329795905657, -0.22856941432156455, 0.002687088663173284, 0.05751986527988284, 4.999476070677447, 0.0]","[0.042753, -0.228569, 0.66847, 0.002687, 0.05752]",4.999476070677447,0.0,0.21263818236065343,0.48536448838313956,0.2,0.0,0.0,marginal_gain,-5.246042303727507,0.0,-4.7097861540924475,1.9508049365318667e-05,1.771766317470157
