sample_id,env,il_tx_db,il_rx_db,cd_ps_nm,dgd_ps,pol_deg,num_symbols,n_sim_seeds,sim_seed0,mlse_ber,log10_ber_mlse,ber_std_log10,ctle_dc,ctle_dc2,driver_gain,gain_u,gain_ratio,drive_rms,x_0,x_1,x_2,x_3,x_4,x_5,x_6,ffe_tap_0,ffe_tap_1,ffe_tap_2,ffe_tap_3,ffe_tap_4,tx_fir_0,tx_fir_1,tx_fir_2,tx_fir_3,tx_fir_4,tx_fir_5,tx_fir_6
IL20x20:0,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.023054180403735993,-1.637250312718565,0.04575373803308876,0.24091157568198085,1.7395287593154656,0.6107060022094564,0.144258935220566,1.3939876790902908,0.17923786167350428,0.02094254054625273,-0.3467892677110859,-0.034061560080082695,0.03882065468409071,0.24091157568198085,1.7395287593154656,0.144258935220566,0.02094254054625273,-0.3467892677110859,0.5593859769784879,-0.034061560080082695,0.03882065468409071,-0.08620182305730008,-0.06732197940901798,0.26371584472221266,0.14883746044254914,0.11530452667286857,0.06364260036899005,0.04655383783814544
IL20x20:1,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.11635369746563945,-0.9342198112306269,0.004559389074578426,-0.3551869716995022,0.48624475541728307,0.630262830821175,0.15794844257945292,1.4386277809202808,0.09997999723268151,0.05434505463709355,-0.3010071750178228,-0.10158257691864404,-0.0999522946723865,-0.3551869716995022,0.48624475541728307,0.15794844257945292,0.05434505463709355,-0.3010071750178228,0.44311289875405313,-0.10158257691864404,-0.0999522946723865,-0.04869055182828689,-0.05271905970773651,0.17702952045321216,0.007797316598086374,-0.04334038220054869,-0.029818010832978546,-0.012453198887297911
IL20x20:2,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.0961343230768085,-1.017121527404063,0.018470463979383695,-0.008572293637106876,0.3105671727502286,0.4341067205038606,-0.00397674387679451,0.99088500457398,0.09090010927034366,-0.01679176785489911,-0.30786174834522373,-0.06663930447679542,-0.10236491707750532,-0.008572293637106876,0.3105671727502286,-0.00397674387679451,-0.01679176785489911,-0.30786174834522373,0.5063422622455764,-0.06663930447679542,-0.10236491707750532,-0.07120807010240648,-0.04715987543151541,0.15140535881569642,0.0351718059454706,-0.016680960115744027,-0.01414569885365737,-0.005198364347279507
IL20x20:3,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.020113531118478755,-1.6965116782521747,0.04518970633772018,-1.1974356063311458,-0.9048135660003711,0.5421420025963313,0.09253980248677912,1.2374845984851206,0.15267519920483782,-0.02441950204178238,-0.24714325563782277,-0.028304798303317787,-0.07232060465878348,-1.1974356063311458,-0.9048135660003711,0.09253980248677912,-0.02441950204178238,-0.24714325563782277,0.6278118393582937,-0.028304798303317787,-0.07232060465878348,-0.06636931748266385,0.021242720290172108,0.2710883364635489,0.10211343222460165,0.030580563111826702,0.011826380920656401,0.010919203055367258
IL20x20:4,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.004177011280095586,-2.37913435191308,0.12310453523007167,0.394911721748759,-1.0339439982986365,0.5170970541101452,0.0719988104354095,1.1803174026709546,0.13014225355716466,0.0670594279928583,-0.3091245707142867,-0.03413013477383545,-0.05213027398384956,0.394911721748759,-1.0339439982986365,0.0719988104354095,0.0670594279928583,-0.3091245707142867,0.53755559253517,-0.03413013477383545,-0.05213027398384956,-0.033287475459053105,-0.019375728905274087,0.23187526701653105,0.09807787638408197,0.03226122579947056,0.011550868909518246,0.010751502438785362
IL20x20:5,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.002053393141420844,-2.687527892907134,0.053331459329738165,-1.5992543730937454,-0.5771164566903251,0.676674048625968,0.18880626783808896,1.5445652787627666,0.14613548421389874,0.014803925178469792,-0.2650211124815459,-0.1263383333858194,0.011387002627541467,-1.5992543730937454,-0.5771164566903251,0.18880626783808896,0.014803925178469792,-0.2650211124815459,0.5824496263266234,-0.1263383333858194,0.011387002627541467,-0.06112853320975423,0.011727088426652047,0.2693375483971597,0.06501789786181646,0.05277892986321405,0.02055153285348896,0.01835430537290023
IL20x20:6,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.04584744409251335,-1.3386848704074341,0.01961994056582673,-0.4293375537223798,1.4247957484575644,0.6044166633542863,0.13976317585588519,1.379631735572441,0.2103065813616653,0.009132452629904616,-0.2823484566741756,0.001375401412977241,-0.05273423000996163,-0.4293375537223798,1.4247957484575644,0.13976317585588519,0.009132452629904616,-0.2823484566741756,0.6544094592729809,0.001375401412977241,-0.05273423000996163,-0.06698022767877274,0.013746692707818772,0.34850834876220077,0.1800309106189283,0.08562760390983368,0.04766577551903171,0.038422951002703765
IL20x20:7,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.028399349510951445,-1.5466916073839372,0.03042093095262959,-0.9944029219951589,1.9627688569444102,0.5287037248230574,0.08163911692884915,1.2068106021982592,0.15254375567735715,0.01631207196681176,-0.2965022393269461,0.0044940598177353325,-0.07920137298339391,-0.9944029219951589,1.9627688569444102,0.08163911692884915,0.01631207196681176,-0.2965022393269461,0.603490255905113,0.0044940598177353325,-0.07920137298339391,-0.057531715909738414,-0.005916028892090587,0.26000167286696885,0.12259123309094434,0.04586387859962354,0.02609235910200993,0.023529877006986936
IL20x20:8,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.06508417961859432,-1.186524565031332,0.014972348062509742,0.2641864999788899,1.7169433272323076,0.6652583443865642,0.18141707746849348,1.5185079762304592,0.20264508824377206,-0.06366003136916464,-0.341142107553064,-0.011151160499566493,0.03483753773785067,0.2641864999788899,1.7169433272323076,0.18141707746849348,-0.06366003136916464,-0.341142107553064,0.5492091628403541,-0.011151160499566493,0.03483753773785067,-0.16284359378412175,-0.11448574667982606,0.2638990293332871,0.16034701478267638,0.11939116087482712,0.06371291278678391,0.044329552663782454
IL20x20:9,IL20x20,20.0,20.0,0.0,0.0,0.0,262144,3,42,0.024126434169753654,-1.617506861051636,0.026640527619444406,-1.3549769841969725,-0.027983572333437845,0.6142121191781598,0.14674512819014787,1.4019906851818302,0.17761178158906074,-0.028764260318188326,-0.3011008722437557,-0.02610811366587853,0.014379919912564262,-1.3549769841969725,-0.027983572333437845,0.14674512819014787,-0.028764260318188326,-0.3011008722437557,0.6296468338596132,-0.02610811366587853,0.014379919912564262,-0.09404788656564092,-0.011806659338104741,0.29024529647635355,0.13400094167366944,0.08864480018496981,0.04221227380348982,0.03009341489314734
