env,seed_ber_deep,best_ber_deep,delta_deep
Base_IL10,0.00035495589821689193,0.00017846944603083952,-0.2986105215405681
IL_Sweep_14dB,0.001818405355669776,0.0002756361444254077,-0.819354535415926
IL_Worst_20dB,0.05755441335110096,0.015762818072212702,-0.5624447683962748
CD_Sweep_15ps,0.000450139602766673,0.00017846944603083952,-0.40178334775379776
CD_Sweep_28ps,0.00039461577511263403,0.00018045243987562662,-0.33981168408861295
DGD_Sweep_2ps,0.00027167015673583347,0.0001725204644964782,-0.197201314537788
DGD_Sweep_5ps,0.00029943207056285295,0.0001725204644964782,-0.23945769467455102
Combined_Stress,0.07761239609112253,0.03631060029189669,-0.3298976626240844
