env,step,x_shape,taps,gdc,gdc2,gain,gain_ratio,drive_rms,pred_b_ber,allowed_ber,stop_reason,pred_a,pred_b,real_lb,real_ber,grad_norm
Base_IL10x10,0,"[-0.024503933688683283, -0.29583889634433025, -0.001213821810053329, 0.05779324811490599, 0.0, 0.0]","[-0.024504, -0.295839, 0.62065, -0.001214, 0.057793]",0.0,0.0,0.2719158326355944,0.6206706976388824,0.145,0.0001992573099867771,0.0004900786273935474,,-3.3885391571674286,-3.7005857370400768,-3.742226593384982,0.0001810395271431182,5.088088651002464
Base_IL10x10,1,"[-0.016567353774003944, -0.29064520094323815, 0.0007669824438879219, 0.05734309053566134, 0.0, 0.0]","[-0.016567, -0.290645, 0.634677, 0.000767, 0.057343]",0.0,0.0,0.2649426679471076,0.6047538642937859,0.145,0.00016832014743060458,0.0004900786273935474,,-4.025180500633324,-3.7738638971302643,-3.7504437242818156,0.0001776463446850666,10.299765590938739
Base_IL10x10,2,"[-0.008705132462460937, -0.28573757078114775, 0.0023532328784938127, 0.057005847597748106, 0.0, 0.0]","[-0.008705, -0.285738, 0.646198, 0.002353, 0.057006]",0.0,0.0,0.2592308947474095,0.5917162628336213,0.14499999999999996,0.00014554426371825868,0.0004900786273935474,,-4.083539110050697,-3.8370049065741867,-3.7504437242818156,0.0001776463446850666,8.25145599718415
Base_IL10x10,3,"[-0.0009521209330694965, -0.2811139275844565, 0.0036805357834776347, 0.05678629508435804, 0.0, 0.0]","[-0.000952, -0.281114, 0.657467, 0.003681, 0.056786]",0.0,0.0,0.2537325573475814,0.579165846490713,0.14499999999999996,0.00012870378609027645,0.0004900786273935474,,-4.1255882969760265,-3.8904086772298023,-3.761524035328042,0.00017317131892230112,6.334446242273823
Base_IL10x10,4,"[0.006511053722775449, -0.2765358289669023, 0.00498838847709383, 0.05670952021951144, 0.0, 0.0]","[0.006511, -0.276536, 0.655255, 0.004988, 0.05671]",0.0,0.0,0.2538050043777151,0.5793312129142093,0.145,0.00011616323804952259,0.0004900786273935474,,-4.144475154567749,-3.934931290519328,-3.7604438347695637,0.00017360257602719968,4.201514953358891
Base_IL10x10,5,"[0.013454594765023024, -0.27169204203446584, 0.006421730911021646, 0.05682313405835012, 0.0, 0.0]","[0.013455, -0.271692, 0.651608, 0.006422, 0.056823]",0.0,0.0,0.2542991849929456,0.5804592216227931,0.14500000000000002,0.0001067458972609644,0.0004900786273935474,,-4.161548741727633,-3.9716488079297747,-3.7699922285860734,0.0001698274041686118,2.621608158804447
Base_IL10x10,6,"[0.020536409365664275, -0.26761245315526566, 0.007968008840323166, 0.0572682376460117, 0.0, 0.0]","[0.020536, -0.267612, 0.646615, 0.007968, 0.057268]",0.0,0.0,0.2552999506521542,0.5827435531891217,0.145,9.998912744350987e-05,0.0004900786273935474,,-4.172895115514212,-4.000047221480016,-3.7634108758541545,0.00017242058892376726,1.6472623666297797
Base_IL10x10,7,"[0.028229462920703226, -0.2663335937904712, 0.009824691084227311, 0.05827710062759639, 0.0, 0.0]","[0.028229, -0.266334, 0.637335, 0.009825, 0.058277]",0.0,0.0,0.25827275405448313,0.5895292263284253,0.14499999999999996,9.618449158350841e-05,0.0004900786273935474,marginal_gain,-4.180316309894985,-4.016894946285021,-3.7549426825961234,0.0001758155636863181,1.0180397938379278
