sample_id,ctle_dc,mlse_ber,log10_ber,ffe_tap_0,ffe_tap_1,ffe_tap_2,ffe_tap_3,ffe_tap_4,ffe_tap_5,ffe_tap_6,ffe_tap_7,ffe_tap_8,tx_fir_0,tx_fir_1,tx_fir_2,tx_fir_3,tx_fir_4,tx_fir_5,tx_fir_6
0,-8.942562272653511,0.3051894266781907,-0.5154305166374071,-0.08600282059735073,-0.05284963051633473,-0.18077625514198598,0.02999553368704466,0.20000000000000007,-0.13841269278460824,0.1328816758333479,-0.09739805063476643,-0.0816833408045613,-0.016246890572224497,-0.019020550830051896,-0.03337891717924414,0.0009431804743480128,0.02722592222816069,-0.010860098847708876,0.013005710330820777
1,-18.38127634512208,0.3134993517718237,-0.5037633528307481,0.008129768437262652,0.21697752118546046,-0.015556058993309162,-0.0891863190720484,0.3427942191855219,-0.013693656967962474,-0.14486604851929638,0.04906365676692912,-0.11973275087220948,-0.007472570888781172,-0.005526011471406698,0.040661595764135736,-0.00882670990889044,-0.02238528362051157,0.0017396340823281587,-0.012518261530999875
2,-15.489334420074542,0.32428514837222705,-0.4890729407124268,0.11059617435362681,-0.14236822373567717,0.041098496632021496,-0.10470335369838556,0.20000000000000007,-0.13715083046056342,-0.07073858889845713,0.11092474699700929,-0.08241958522425907,0.001078802092702289,-0.006924562559893103,0.022854115791075894,-0.019150854407062753,-0.007713153475098163,0.01256156891793581,-0.008957139041971849
3,-11.243789427181685,0.30912381158167673,-0.5098675402610938,-0.07132819639636054,-0.13471734205086242,-0.16744128616720855,0.023628582471510905,0.19999999999999973,-0.12738290752732112,0.1345511360029135,0.02098872025496491,0.11996182912885829,-0.00939047007976222,-0.023328086045402086,-0.031387854473044034,-0.010434629455991652,0.024459194854056766,0.002677438988815213,0.003562425881600438
4,-1.5766451960279042,0.27664938058196487,-0.5580702978341981,-0.06927841445567844,0.08910419520596859,0.14861086675029744,-0.023968036479377095,0.19999999999999996,-0.18865332882351443,-0.17319955272844095,-0.03157354957917898,-0.07561205597754413,0.05352292070984604,-0.025985808853172976,-0.060970570572191116,-0.04449019962445775,-0.03876971334027787,0.0,0.0
5,-15.133297017131841,0.31615528666090464,-0.5000995516383251,0.15332393010626053,-0.08755964360478964,-0.14167694976961362,-0.05404002247250018,0.19999999999999996,-0.10729245014269438,0.02364304074273757,-0.10016684732888836,-0.13229711583251577,-0.022291039804949755,-0.0014646422160211714,0.025765643907672546,-0.011868392042115365,-0.0018239709880253495,-0.01702515977268751,-0.01736545458757484
6,-19.891304722129625,0.3315957216940363,-0.4793910814289362,-0.09342583450405167,-0.031106365149564073,-0.11099729573265742,0.07805393037181421,0.19999999999999984,-0.08002667380624133,-0.14677190227501016,0.14007224874958313,0.11954574941107816,-0.008750062762242166,0.0075490956602651425,0.026796301839079228,-0.001967179362668505,-0.02344057493015462,0.008186047608020526,0.021920663100106243
7,-4.4281705728744924,0.29362935753385194,-0.5322005251266773,0.041609619678246654,0.11608112203773385,-0.07276547642890945,-0.05225788826159028,0.19999999999999996,-0.21287943349856053,0.011909877457126712,-0.13948736666641634,0.1530092159714162,0.007590127483731563,0.01935986349427247,-0.03170275851625409,-0.01978744244657798,-0.018255667399521034,0.02242457265014462,0.0
8,-2.3332862708065463,0.25912021031403054,-0.5864987125041088,-0.18243132542833118,-0.15713180774311594,-0.11073085235142822,-0.2020837969205559,0.19999999999999996,0.05220515784450287,0.027948359613325358,0.029849725677745815,0.03761897442099471,-0.07123101634863269,-0.07342234149887296,-0.0816072144705122,-0.022025591586549605,0.022704464655266612,0.016416097205643434,0.013074018087318322
9,-7.050020895502067,0.2940885191587439,-0.5315219294654866,0.1273580693862579,0.16685397876893132,-0.01678195823067838,-0.00039759821299463423,0.19999999999999996,0.15936006696377222,0.08447069699800556,-0.12575178071825055,-0.1190258507211095,0.006205483232239208,0.02699188834753724,0.05309512738555513,0.0437006762993221,0.009541782451021873,-0.023326058207654182,-0.016188748221835178
10,-14.60236011804241,0.29947241428983,-0.5236431761910942,-0.12843934057965226,0.17593366461898513,0.06609370396821435,-0.10141839730676114,0.20000000000000007,0.10605576086103638,0.08146034143476204,-0.000889191260063495,-0.13970959997052515,0.0011489613394352984,-0.0029022897229563902,0.030127724545174362,0.015827905854135113,0.006396765573943573,-0.010933325911710014,-0.01716611317559904
11,-17.405444831236903,0.34126512532411407,-0.466908091015722,-0.11612037225265069,-0.12243257191260967,0.02335411068895313,0.044230732588520554,0.20000000000000007,0.19512227580242783,0.03810173380062954,-0.07885323377086158,-0.18178496918334697,0.010190150492560874,0.018050809159595355,0.03153818229921554,0.017042923495069164,-0.008994447668168013,-0.02422157675843376,-0.01945127732708737
12,-18.455170390596706,0.3164523912417171,-0.49969161827302144,0.10134216542270791,0.11705843856207367,0.07772653422609983,-0.1717214180188771,0.24816745376314786,0.09461642602550961,-0.03634753174136511,-0.11830606366976353,-0.034713968570455396,-0.002490914334278018,-0.0149491290788314,0.03414321905176672,0.005697805135934847,-0.014546825352259051,-0.018058192303910696,-0.001031912382342268
13,-16.94987981638489,0.31120354364736386,-0.5069554663811476,0.14843800826079057,-0.016676632451923686,-0.006695587130578803,0.1594858668217147,0.19999999999999996,-0.16325491920861118,0.17848215314571098,-0.05557755882125548,0.07138927415941466,-0.005669728732224667,0.00952332677552074,0.02837638635471492,0.0032320411456150423,-0.0101912279506559,0.013569449524633542,-0.003237843647874922
14,-3.531818309829628,0.2880383895131086,-0.5405496259816787,-0.06774021456163105,-0.08824204513231813,-0.05580943042629271,0.1249366911845426,0.19999999999999996,-0.13321842461744887,0.08717201728017392,0.0876405342802429,-0.15524064251734984,-0.02682380159663371,0.01483044727133109,0.05086302842826922,0.008180309804500133,0.012854992245205225,0.02643026049287318,-0.013656336378377855
15,-3.6714345610475227,0.31484082397003743,-0.5019089596820733,0.08443852631069818,0.05289470994738507,0.1473955375587847,-0.07410180952003927,0.20000000000000007,0.14084476682028924,-0.05228117008572372,0.09333002077541488,0.15471345898166486,0.031010040119784917,0.025845118683371533,0.0647149798310215,0.042467707130027045,0.022871338572252285,0.04821259625610507,0.0479659099376271
16,-3.502804981779974,0.29317019590895993,-0.5328801827696358,0.03903365413276379,-0.14884528965698807,-0.0013613321699531083,-0.19062777922240953,0.20000000000000007,-0.13829153113812978,-0.12545392207953446,-0.04528538853416029,-0.11110110306606094,0.011471304830784694,-0.023488737626750432,-0.045037570795265665,-0.03917118699898682,-0.04296995596275243,0.0,0.0
17,-9.638320236902754,0.3083225295303947,-0.5109947396483205,0.10195450435504633,0.07748243826712493,-0.054336400106414474,0.18952774610062706,0.19999999999999996,-0.12032745986353757,-0.11796892105346321,0.12771105006197028,0.010691480191816202,0.00605605305461698,0.015110565523595782,0.044324098734510486,0.015268383340031772,-0.02263768454452354,-0.00029190740338846504,0.01824061020602402
18,-12.205818356762801,0.32194432440218956,-0.4922192267375265,0.12148097848423929,-0.11150737109008545,0.09925233675968513,0.07844215448547937,0.19999999999999996,-0.085961353837952,-0.061493255649857886,-0.12728693421047263,-0.11457561548222829,0.011192185030171192,0.01875591288214856,0.02977859283438818,-0.006427861766669789,-0.014733835030327715,-0.022126877758601865,-0.019491961995542213
19,-19.394972160389138,0.331658743877845,-0.47930854843995924,-0.10882146543186288,0.16751444664144155,-0.044025077863608694,-0.1531128927971894,0.19999999999999996,-0.14858865578972408,0.13011795654599811,-0.02874096185106029,0.01907854307911506,-0.009965589294141377,-0.014439208628060573,0.021732719871996337,-0.013873702470535437,0.014329109979793626,-0.00365667485053109,0.0014439768565236268
20,-10.654935792226981,0.3340986027081533,-0.47612534069652185,-0.04472123966069212,0.12902563697486785,-0.14172393008004394,-0.05800829498734437,0.19999999999999984,0.09922570145970651,-0.13942566483645855,-0.04895754242771799,0.13891198957316878,-0.02300050322092617,0.0024980320190740313,0.03449294315953236,0.00841792355200868,-0.022632743617253297,0.0003749255114311738,0.02063492710563071
21,-8.117491240816747,0.3063418323249784,-0.5137936943216757,0.16466838379413784,-0.08740348502317971,0.0697769188673494,0.18153348196135088,0.19999999999999996,0.050128187078416875,-0.04227633632303807,-0.0505056856759592,0.15370752127656806,0.007705432319026679,0.036772862065268384,0.05101181603669071,0.03217781547571304,0.004989069951679426,-0.003903621774781612,0.021779687581347282
22,-7.282636444355731,0.3017412129069432,-0.520365368261573,0.09410619229018194,0.11590926649887283,-0.12002711452377647,0.12227897183398335,0.20000000000000007,-0.12049745949130795,-0.11193933115975782,-0.024840157847769745,-0.09040150635434989,-0.0015247514923727088,0.0128915361746818,0.04244388475931271,0.005987388587663372,-0.02348136849033221,-0.016617868269227166,-0.01776144097430672
23,-9.13477968007831,0.31599322961682513,-0.5003222223548635,0.06802661247668308,0.1280200029308738,0.011623157962259779,-0.1279521303217227,0.20000000000000007,-0.10761189057364931,-0.13146026644502085,0.08754029373657395,0.13776564555321655,-0.023049378015248374,0.007988562625945215,0.026867077524681565,0.0099387477558224,0.0,0.0,0.0
