env,step,x,taps,gdc,gdc2,gain,gain_ratio,pred_b_ber,allowed_ber,stop_reason,pred_a,pred_b,real_lb,real_ber,grad_norm
CD28ps,0,"[-0.025769858491775793, -0.2957626897826316, -0.003123290363350945, 0.054474139462117904, -0.281632680092071, -0.103358761138847, -0.05600000000000001]","[-0.02577, -0.295763, 0.62087, -0.003123, 0.054474]",-0.281632680092071,-0.103358761138847,0.3850997646236104,0.8790225168308843,0.00040204060871627535,0.0012121272742589779,,-3.6501609083978046,-3.395730078132736,-3.7220185480806776,0.0001896624917411475,9.275969951120826
CD28ps,1,"[-0.017578895049540282, -0.2925219208365816, -0.004801247841572514, 0.050775491975865714, -0.5494857757323899, -0.2170940641713629, -0.11032000000000002]","[-0.017579, -0.292522, 0.634322, -0.004801, 0.050775]",-0.5494857757323899,-0.2170940641713629,0.33982337840635357,0.7756753672822496,0.00023405920003286137,0.0012121272742589779,,-3.899108336694172,-3.6306742836329753,-3.7438623715498967,0.00018035892099218037,7.293145307917956
CD28ps,2,"[-0.009792020670852374, -0.28871767669104, -0.004110508039510092, 0.047177649091929154, -0.7849281417270738, -0.37279648931248044, -0.16301040000000003]","[-0.009792, -0.288718, 0.650202, -0.004111, 0.047178]",-0.7849281417270738,-0.37279648931248044,0.30099747553200845,0.6870519870623338,0.000194671819202727,0.0012121272742589779,,-3.984925720895139,-3.7106969126327862,-3.7699922285860734,0.0001698274041686118,4.486003210367542
CD28ps,3,"[-0.005540172958072298, -0.2840233473800282, 0.0019399597094248208, 0.04461364755934356, -0.5582875851274862, -0.5264244117349332, -0.11190071200000003]","[-0.00554, -0.284023, 0.663883, 0.00194, 0.044614]",-0.5582875851274862,-0.5264244117349332,0.3385887633303957,0.7728572548057424,0.00022171824070167014,0.0012121272742589779,marginal_gain,-3.9439432189153774,-3.654198576122279,-3.743758510614698,0.00018040205874101316,2.1897606144151687
