case,il,cd,dgd,final_mlse,best_taps,best_gdc,best_gdc2,steps,plot_file
Base_IL7,7.0,0.0,0.0,0.0005221838087006626,"[-0.00332673 -0.00352225 -0.01970509 -0.28004876  0.64387127 -0.00274278
  0.04023836 -0.00312165 -0.00342311]",0.0006519770758972455,0.0,25,ddps_gen_physical_Base_IL7.png
IL_Sweep_10dB,10.0,0.0,0.0,0.0008192883895131087,"[-0.00421875 -0.00446235 -0.00477377 -0.26057743  0.69260586 -0.00346314
  0.02159448 -0.00396333 -0.0043409 ]",0.0014216150500699323,0.0,25,ddps_gen_physical_IL_Sweep_10dB.png
IL_Sweep_12dB,12.0,0.0,0.0,0.0009543359262460386,"[-0.0047974  -0.00506848 -0.00536058 -0.22115666  0.74448128 -0.00391895
 -0.00576702 -0.00451264 -0.00493699]",0.0032278629129070934,0.0,25,ddps_gen_physical_IL_Sweep_12dB.png
CD_Sweep_1ps,7.0,1.0,0.0,0.0005221838087006626,"[-0.00332673 -0.00352225 -0.01970509 -0.28004876  0.64387127 -0.00274278
  0.04023836 -0.00312165 -0.00342311]",0.0006519770758972455,0.0,25,ddps_gen_physical_CD_Sweep_1ps.png
CD_Sweep_3ps,7.0,3.0,0.0,0.0005221838087006626,"[-0.00332673 -0.00352225 -0.01970509 -0.28004876  0.64387127 -0.00274278
  0.04023836 -0.00312165 -0.00342311]",0.0006519770758972455,0.0,25,ddps_gen_physical_CD_Sweep_3ps.png
DGD_Sweep_2ps,7.0,0.0,2.0,0.0005221838087006626,"[-0.00332673 -0.00352225 -0.01970509 -0.28004876  0.64387127 -0.00274278
  0.04023836 -0.00312165 -0.00342311]",0.0006519770758972455,0.0,25,ddps_gen_physical_DGD_Sweep_2ps.png
DGD_Sweep_6ps,7.0,0.0,6.0,0.0005221838087006626,"[-0.00332673 -0.00352225 -0.01970509 -0.28004876  0.64387127 -0.00274278
  0.04023836 -0.00312165 -0.00342311]",0.0006519770758972455,0.0,25,ddps_gen_physical_DGD_Sweep_6ps.png
Combined_Stress,10.0,2.5,4.0,0.0008192883895131087,"[-0.00421875 -0.00446235 -0.00477377 -0.26057743  0.69260586 -0.00346314
  0.02159448 -0.00396333 -0.0043409 ]",0.0014216150500699323,0.0,25,ddps_gen_physical_Combined_Stress.png
