env,il_tx,il_rx,cd,dgd,pol,noise_stress,seed_lb,seed_ber,pa_seed,pb_seed,n_steps_requested,n_steps_actual,freeze_extra,target_drive_rms,cloud,best_lb,best_ber,best_step,final_lb,final_ber,max_lb,delta_lb_seed_to_best,delta_lb_seed_to_final,best_taps,best_gdc,best_gdc2,best_gain,best_gain_ratio,seed_gain,seed_gain_ratio,stop_reason,early_stop
Base_IL10x10,10.0,10.0,0.0,0.0,0.0,False,-3.4263814953158094,0.0003746437610538747,-3.76178981962559,-3.5096992790937507,15,13,False,0.145,,-3.7699922285860734,0.0001698274041686118,12,-3.7699922285860734,0.0001698274041686118,-3.743862371549896,-0.34361073327026403,-0.34361073327026403,"[-0.015185, -0.281148, 0.679501, 0.009667, -0.0145]",-0.2304713755364936,-3.0,0.26378506771526417,0.6021115446593567,0.4381,1.0,marginal_gain,True
IL14x14,14.0,14.0,0.0,0.0,0.0,False,-3.3002423018907634,0.0005009076888733489,-3.76178981962559,-3.5096992790937507,15,13,False,0.14,,-3.5651031049085553,0.00027220549942040225,9,-3.552653515251419,0.00028012152676632764,-3.542650245028924,-0.2648608030177919,-0.25241121336065575,"[-0.013824, -0.294643, 0.68191, 0.005507, -0.004115]",-0.2520147369607766,-2.609151601376246,0.31609493707114583,0.7215132094753386,0.4381,1.0,marginal_gain,True
IL20x20,20.0,20.0,0.0,0.0,0.0,False,-1.2222621470866022,0.059942914202658,-3.76178981962559,-3.5096992790937507,15,13,False,0.195,,-1.5232332750150421,0.029975519946855496,11,-1.4907490308150388,0.032303603362992185,-1.2334927972228151,-0.30097112792843994,-0.26848688372843665,"[-0.018022, -0.286677, 0.675463, 0.007233, -0.012605]",-0.2551331851869881,-3.0,0.5545458331781805,1.265797382282996,0.4381,1.0,marginal_gain,True
IL20x10_TxHeavy,20.0,10.0,0.0,0.0,0.0,False,-3.325710904043751,0.0004723773831547641,-3.76178981962559,-3.5096992790937507,15,13,False,0.135,,-3.5318101583744106,0.0002938934057166957,4,-3.528588473522433,0.0002960816732839731,-3.4610589979656736,-0.20609925433065968,-0.20287756947868196,"[-0.011274, -0.3, 0.649305, 0.005812, 0.033609]",-0.1714907459452875,-1.398768007896324,0.37923603574534137,0.8656380637875859,0.4381,1.0,marginal_gain,True
IL10x20_RxHeavy,10.0,20.0,0.0,0.0,0.0,False,-2.951485132938411,0.0011181881024982594,-3.76178981962559,-3.5096992790937507,15,13,False,0.145,,-3.528588473522433,0.0002960816732839731,6,-3.528588473522433,0.0002960816732839731,-3.494136902170533,-0.577103340584022,-0.577103340584022,"[-0.011394, -0.3, 0.666855, 0.004001, 0.01775]",-0.20535424917384837,-1.90513706008938,0.26673593924253913,0.6088471564540953,0.4381,1.0,marginal_gain,True
IL16x10,16.0,10.0,0.0,0.0,0.0,False,-3.4618654893401435,0.00034525065458416667,-3.76178981962559,-3.5096992790937507,15,13,False,0.12,,-3.611920072504071,0.00024438802826952415,6,-3.6002564219693163,0.00025104037676034233,-3.594394697035612,-0.15005458316392772,-0.1383909326291728,"[-0.011394, -0.3, 0.666855, 0.004001, 0.01775]",-0.20535424917384837,-1.90513706008938,0.2959328065197389,0.6754914551922824,0.4381,1.0,marginal_gain,True
IL10x16,10.0,16.0,0.0,0.0,0.0,False,-3.1918456933456674,0.000642916107535166,-3.76178981962559,-3.5096992790937507,15,13,False,0.135,,-3.611920072504071,0.00024438802826952415,2,-3.6108107580544284,0.00024501306431202465,-3.593303746852458,-0.42007437915840384,-0.41896506470876105,"[-0.015367, -0.295341, 0.632755, 0.007725, 0.048812]",-0.1459500350904807,-0.8600259210353438,0.2530332477010082,0.5775696135608496,0.4381,1.0,marginal_gain,True
CD15ps,10.0,10.0,15.0,0.0,0.0,False,-3.4306703799019735,0.00037096216720753646,-3.76178981962559,-3.5096992790937507,15,13,False,0.135,,-3.7699922285860734,0.0001698274041686118,9,-3.7604438347695637,0.00017360257602719968,-3.7487701238234656,-0.33932184868409987,-0.32977345486759013,"[-0.013824, -0.294643, 0.68191, 0.005507, -0.004115]",-0.2520147369607766,-2.609151601376246,0.24581074247878418,0.5610836395315777,0.4381,1.0,marginal_gain,True
CD28ps,10.0,10.0,28.0,0.0,0.0,False,-3.4134678161523166,0.0003859510118391651,-3.76178981962559,-3.5096992790937507,15,13,False,0.14,,-3.761524035328042,0.00017317131892230112,10,-3.761524035328042,0.00017317131892230112,-3.748807946116901,-0.34805621917572527,-0.34805621917572527,"[-0.012827, -0.289021, 0.682277, 0.007579, -0.008296]",-0.25441502793947685,-2.830365817616127,0.25463401168633454,0.5812234916373763,0.4381,1.0,marginal_gain,True
DGD2ps,10.0,10.0,0.0,2.0,45.0,False,-3.5379678598641884,0.00028975580146998136,-3.76178981962559,-3.5096992790937507,15,13,False,0.11,,-3.766682849962809,0.0001711264535410624,1,-3.748807946116901,0.00017831671460200306,-3.74713434565855,-0.2287149900986205,-0.21084008625271267,"[-0.018411, -0.289174, 0.630686, 0.006595, 0.055134]",-0.08956900767989139,-0.5834440477172856,0.204215220591556,0.46613837158538235,0.4381,1.0,marginal_gain,True
DGD5ps,10.0,10.0,0.0,5.0,45.0,False,-3.4708107281410085,0.0003382122018938986,-3.76178981962559,-3.5096992790937507,15,13,False,0.155,,-3.766682849962809,0.0001711264535410624,7,-3.7572383170814967,0.00017488867317848767,-3.7507309371806716,-0.29587212182180034,-0.28642758894048814,"[-0.011629, -0.3, 0.674702, 0.003991, 0.009678]",-0.22430814126629797,-2.1467897342852233,0.28347388399233864,0.6470529194073011,0.4381,1.0,marginal_gain,True
Comb_IL20x20_CD15_DGD5,20.0,20.0,15.0,5.0,45.0,False,-1.1171649728953967,0.07635456848650728,-3.76178981962559,-3.5096992790937507,15,13,False,0.195,,-1.3074194920077822,0.049269766945533415,11,-1.2832950650340293,0.052084072524701444,-1.1171368712483665,-0.19025451911238545,-0.1661300921386326,"[-0.018022, -0.286677, 0.675463, 0.007233, -0.012605]",-0.2551331851869881,-3.0,0.5545458331781805,1.265797382282996,0.4381,1.0,marginal_gain,True
Comb_IL20x10_CD15_DGD5,20.0,10.0,15.0,5.0,45.0,False,-3.3903918216896027,0.00040701290393209644,-3.76178981962559,-3.5096992790937507,15,13,False,0.14,,-3.528588473522433,0.0002960816732839731,9,-3.5230199090214818,0.0002999025033882731,-3.3996469620730587,-0.13819665183283014,-0.13262808733187903,"[-0.013824, -0.294643, 0.68191, 0.005507, -0.004115]",-0.2520147369607766,-2.609151601376246,0.39227288331822363,0.8953957619680978,0.4381,1.0,marginal_gain,True
HighNoise_IL10x10,10.0,10.0,0.0,0.0,0.0,True,-3.2335651045133758,0.000584029649415182,-3.76178981962559,-3.5096992790937507,15,13,False,0.16,,-3.7517609099607125,0.000177108371612526,11,-3.7457919031244358,0.00017955937988314478,-3.6789242174552843,-0.5181958054473368,-0.51222679861106,"[-0.018022, -0.286677, 0.675463, 0.007233, -0.012605]",-0.2551331851869881,-3.0,0.29444927946688737,0.6721051802485446,0.4381,1.0,marginal_gain,True
HighNoise_IL16x16,16.0,16.0,0.0,0.0,0.0,True,-3.1474647795423656,0.0007120905468484792,-3.76178981962559,-3.5096992790937507,15,13,False,0.15,,-3.432596646030495,0.00036932044822499886,10,-3.426302389519298,0.00037471200781646685,-3.2653557659589842,-0.2851318664881295,-0.2788376099769323,"[-0.012827, -0.289021, 0.682277, 0.007579, -0.008296]",-0.25441502793947685,-2.830365817616127,0.36767940726475573,0.8392590898533571,0.4381,1.0,marginal_gain,True
